,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34
Do you often feel life is very dull?,0.1341780824122173,-0.047687681394964064,0.07323262367183166,-0.16251256076843715,-0.07746036611430519,-0.0933453809566783,-0.06937975163556677,-0.004673586679935229,0.01778091476989495,0.07146835994353422,0.08970355769682352,0.013348431472128492,0.024202723672422082,0.09579533989571062,0.04528621779694385,-0.12053733549410535,0.09995700788481446,0.02528176319815874,-0.021384305703207998,0.012728094034078825,0.17768845048482032,-0.009571418725569436,-0.06414321660087877,-0.050116418603954924,0.035731031414435156,0.07954417929782795,-0.01777100942404768,0.021920799244256065,-0.1596711056929992,-0.01871845798856503,0.05361963747062326,0.09494126909773493,-0.06505572711911066,0.1030452847447998
Do you often feel lonely?,0.1884477363860692,0.05190396251768522,0.11217926332887715,-0.13041650646775343,0.20433810453764914,0.02444451955927602,0.09515625031985732,-0.12414674188696749,-0.10249527618899154,-0.06447463431555611,-0.14467637408450695,0.08899898118678391,-0.02727698388636877,0.06979922428412347,-0.07142065814821935,-0.018176435550708154,-0.035018450991107924,-0.210028750366172,-0.23294918197449144,0.05966801826605076,0.028683846978318973,-0.16797751252341145,-0.009661065807634052,-0.1412736641269186,-0.1650373319032668,-0.16729798742132987,-0.06045937367835453,-0.021742996570547794,0.3602451214815016,0.028682058505834586,-0.006619919894947802,-0.008102482810247412,0.08872598230573943,0.004860430460485633
Do you often make decisions on the spur of the moment?,0.18280535280598897,0.1525081298321787,0.0735825414386211,-0.002097123625733879,-0.1635812611454021,0.14276811924527388,0.07627106741326133,-0.00018594875196544514,-0.018100368369874702,0.013392214773532179,0.21681196022840393,-0.05983144516460219,-0.00796610682867974,0.378699321702266,0.05637925712659428,0.19326092445541126,-0.31247808195887244,0.004632757665139779,-0.03704998482296567,0.23025477922132523,-0.18970201824327526,0.07108773997703266,-0.05137336881521911,0.07194118043866339,0.1016129954555014,0.04925312906870305,0.12223447150559594,0.03996324216276074,0.03124799277199035,0.1966702847375746,0.03858851672343404,-0.037803393335980574,0.08035554830258865,0.134955702184084
Do you often take on more activities than you have time for?,0.0016720864550424355,-0.010392254538686597,0.04581411750210152,-0.03033591756534322,0.03767624464249777,0.04147108225310927,-0.03914572811392603,-0.0312913700585734,0.05634695732241857,-0.005342308630572668,-0.061213230519959264,-0.005068004559574694,0.05200780762206406,-0.052254472799506076,0.037500411521641755,0.03693626620133748,-0.05238762168589714,0.05258060997224321,0.07636699905323373,-0.03454724164631024,0.1668211844472169,0.0817059222661532,-0.07553057984137705,0.107483458315172,-0.11361604827480254,-0.0842622781706001,-0.2404984207846915,0.16481576702381143,0.05078868121837534,-0.05756091962083943,0.07063095916166108,0.016295107801168756,0.03955762416177493,-0.10096422337557347
Do you often worry about things you should not have done or said?,-0.002485687996389176,0.08362789994424676,0.031383115714984,0.025552394934267465,0.16645819466642117,0.0406071903231928,0.029509889661393382,0.032367450913411984,-0.04205384379682207,-0.039329409050769974,0.1390560919442338,0.16300165562269894,0.022536726773830167,0.032378974424623314,-0.21473512412882367,-0.03302126911869761,-0.13952433409063653,-0.004394438852196476,0.09057971695269021,0.01627024911092589,0.04300471178528477,0.1610907506162488,0.06070504633703906,-0.01196094835905204,0.19491714049664616,-0.06438434786231327,0.10502470569284807,-0.10831394173108375,0.06289768025704424,-0.2706147089414177,0.050991655242737764,-0.21272557912614076,-0.07956993815428902,0.02811321566193729
Do you prefer reading to meeting people?,0.11404381390131237,-0.034107206187668375,0.07824477880377433,0.07153746622470389,0.09006264340329938,-0.03292458206594691,0.03996256858880015,0.012262418339988966,0.0752592935688214,-0.16713619856460837,0.11686440939192874,-0.06563066552136307,0.22688824881688002,0.18050672454603686,0.08158580707630449,-0.10476187481715128,0.07188813175641763,0.0009844384452813383,-0.04276486715545253,-0.011203592228275397,0.08948390061013621,-0.04929247898205473,0.02536949467245945,0.01643166600394193,0.006407384272636058,-0.009788269752242952,-0.046851032572804485,0.012377026207217168,-0.17878433333974586,-0.0302113111028984,0.05914003399348,-0.06476530077391936,-0.09675576444412722,0.2407865721004301
Do you prefer to go your own way rather than act by the rules?,0.17084623498605186,0.03527107206292885,0.07306115776502281,-0.07656110948319185,0.0027960469371411346,-0.07349852704695316,-0.3103873687706533,0.17988627750659553,-0.033571746436588765,0.12040509527369408,-0.17198590185959717,0.0032098611624397392,-0.14963063085944192,0.023881084673778117,0.23514112015256802,0.1961789261301492,-0.08334107900700417,-0.16901085641658725,0.18990262524024887,-0.3199687348277521,-0.019658705133894207,-0.19718056240882373,0.00806109353868571,-0.007058247909878947,-0.06357607892375557,0.039961429848787526,0.016760497610895382,-0.09314487097207536,-0.048686492599478416,-0.016906444037231468,0.05912849004226176,0.11808641035529262,-0.004070751193581086,0.10803122525168417
Do you sometimes boast a little?,0.00716521665385379,0.08089391510546273,-0.002042479907888117,-0.003831734912319056,0.003627727421705113,-0.07006653447080963,-0.07894824758063895,-0.09006035791675207,0.03292820991460624,-0.05562243740857407,0.02056409644554997,-0.10597997356996375,-0.027416433209346017,0.035084322625047556,-0.014208832611343156,0.07093195550711046,0.044968083084008556,-0.02875743779164669,-0.05265640881148865,0.018302658704993334,-0.04868329136563281,0.05016362425564095,-0.004086125950287346,-0.01754664793924201,0.008074898097068656,0.018425449584295085,-0.035517050730146306,0.01658312000188689,0.03256095589991577,0.003460637679152278,-0.010814655403692182,0.05732984813297164,-0.07624762113102485,-0.026982069904388443
Do you sometimes talk about things you know nothing about?,0.00716521665385379,0.08089391510546273,-0.002042479907888117,-0.003831734912319056,0.003627727421705113,-0.07006653447080963,-0.07894824758063895,-0.09006035791675207,0.03292820991460624,-0.05562243740857407,0.02056409644554997,-0.10597997356996375,-0.027416433209346017,0.035084322625047556,-0.014208832611343156,0.07093195550711046,0.044968083084008556,-0.02875743779164669,-0.05265640881148865,0.018302658704993334,-0.04868329136563281,0.05016362425564095,-0.004086125950287346,-0.01754664793924201,0.008074898097068656,0.018425449584295085,-0.035517050730146306,0.01658312000188689,0.03256095589991577,0.003460637679152278,-0.010814655403692182,0.05732984813297164,-0.07624762113102485,-0.026982069904388443
Do you stop to think things over before doing anything?,0.06287047365950157,-0.03040367454344469,-0.10145378297402304,0.07887728411711618,-0.03306288327267048,-0.1316447031838533,-0.04648435732460026,0.16252207959506473,-0.05942361562152533,-0.0023903246418353263,0.011239933288250317,-0.14066007762124452,-0.00015301912129357185,-0.07985937070294642,0.11786868635683737,0.004121556310334055,-0.1582072761034684,0.2225214005979838,0.03939220081227222,-0.0065921427281574576,0.2454717346079286,0.15092367518015343,0.19965026779268627,-0.017754103813707053,-0.08879606890294839,-0.057545826242153604,0.08954875058769193,-0.22805886555312826,0.11061577636626312,0.04288115787163806,-0.12183130915021405,-0.1911969509633872,-0.05658004430577877,-0.19974019295013107
Do you suffer from 'nerves'?,0.16099245634886675,-0.13295226930757634,0.18961225735770584,0.05306484020697447,0.03570313367426824,-0.04485632325359813,0.010585154596701646,0.22148438184748862,-0.2586062396921448,0.004411767620502794,0.2312185708772133,0.012474752768625055,0.005423809696683027,-0.15561181762645823,-0.05865341243489587,-0.012635133150910983,0.30246730485226064,-0.10566273023722111,-0.2462188035086777,-0.010969359908373047,-0.2649042840295638,0.16200803305313116,0.0476520512475391,0.07822737062136745,-0.011778038857243002,-0.07791041950739329,0.0571416751110765,0.15697683209350616,-0.02322646975157048,-0.27425978872907825,-0.10691770668111673,-0.08854690874273732,0.014128973860055707,0.02559367141179897
Do you suffer from sleeplessness?,0.1336620949952824,-0.06569380721572703,0.15450467969980983,-0.1656868217582624,-0.0379064966224802,-0.05172226267372708,0.11264088037843535,-0.0956546008732712,0.022015186228898677,-0.12990548056405984,0.03660157589801683,0.06521565218447874,-0.07030013487066798,0.029202233267506,0.0720407946088065,0.2834883832457939,0.025900023477282832,0.030532725663027057,-0.022764761765753327,-0.0015221188341144394,-0.04524267765395414,0.013790109017731656,-0.18771242191033102,-0.08125044809574102,-0.07359863138705035,0.12326091388664773,0.15488573263951946,-0.07933501544019704,0.14032406574028075,0.13582673439771142,-0.10553245026767111,-0.154054230924301,-0.04647693031336706,-0.03603489595462172
Do you take much notice of what people think?,-0.0011965449198436022,0.12516408665037254,-0.023483177864670624,-0.02009175083504468,0.10622717982224276,-0.03595642665785404,0.08470599515147766,0.08722854753959168,-0.21435600273005292,0.13713172668012102,-0.026914129757356943,0.13141256521571512,0.059486245078476385,0.01347559764929163,0.3048391686910646,0.16628206726002473,0.10007003913684925,0.1626639766049993,0.14410138362086078,0.12866162732114633,-0.10768360979086049,0.018601395076413695,0.0028740913873917117,0.07040465563369122,0.11373215239802953,-0.20580634249673307,0.021086481837524627,-0.058005868845141924,0.057459610296109506,0.0826398017162861,0.18881569377235513,0.20320054472756388,-0.1644047611670079,-0.04959981006430225
Do you tend to keep in the background on social occasions?,0.1406895169001725,0.09330823645283748,0.07552578490442285,-0.1358503945646714,0.12729609257739294,-0.03431182034850406,-0.08088386550109168,0.22970379178153655,0.029989961472166354,0.19806998847920804,0.004400715162901953,-0.030959793182177113,-0.03380825065735134,0.139472308501427,-0.018505915198303063,0.25463117263972146,-0.043844236493605034,0.0013045002172855542,-0.09511659934230758,-0.2931714661773336,0.07216625465718632,-0.10558034966586054,0.0946591621325671,0.14286312186735944,-0.007378975986777735,0.0003954229858369656,-0.006496172248853842,-0.06816249587864827,-0.14717234585443376,-0.19079333540711152,-0.08523400189617028,-0.1572718443120465,-0.07484963479611184,-0.0038250657382536326
Do you think marriage is old-fashioned and should be done away with?,0.04518801920491525,-0.06535053177473114,0.02197175111750688,0.10883495010094271,0.09284900690591426,-0.032716051005097474,0.03700753108877479,-0.12460218380108497,-0.13426350892160765,-0.058235744772785925,-0.08768431699880137,-0.015909208752585897,-0.003775573157180301,0.015846366491338443,0.03615297444759995,0.07801509887205338,-0.009479548128676437,-0.0965491169777079,0.0484320866126625,-0.005715954070030914,-0.010607061289347007,0.115133221474814,0.049960687882008636,0.003238618272150579,0.014897135235956389,-0.020145725037055213,-0.033005759232800844,-0.09703487776026604,0.026178313560962122,-0.0467519111048525,0.11891570651974886,0.08460201889456848,-0.04895574300541166,0.004779191734962376
Do you think people spend too much time safeguarding their future with savings and insurance?,0.21627477692387465,-0.14438747391939177,0.012151943598783379,0.028214234585461715,0.07157680924610743,-0.04409886872780169,-0.12467903719413616,-0.0352170762574499,0.1346170386392406,-0.19969345108228614,0.06761267230491899,-0.10472364646723586,-0.20765016673391828,-0.1163666587023112,0.25159221780646635,-0.08781450351256363,0.06575428863891018,-0.07352752551365334,-0.011997934752415196,-0.01078184825064561,-0.048428535270191767,0.11202708230185487,-0.27520467474498184,0.05961174205454441,0.10774532369403489,-0.10958830583537249,-0.002826330558755859,-0.05900455891247982,-0.10222514187056894,0.07358750305683216,0.10079392356308428,0.028828807677208898,0.16490352761483118,-0.16755556796418203
Do you try not to be rude to people?,-0.024240752064841303,0.04705640245577764,-0.053351674628472893,0.012434748526885885,0.1634095051055132,0.020300625661598203,0.032244526330153,0.03387316340635562,-0.0161227852158607,-0.011153976978508843,0.02521340025272774,0.01403553358465649,0.036172465385561854,0.02246219539766747,0.0031045255079799067,-0.02107501852774083,-0.028870141272438487,0.024202849384893737,0.004112939501474555,-9.549069955455257e-05,-0.029293046242189934,-0.026219764651116948,-0.013588621741252149,0.04213073263594472,-0.00485871975147599,0.016552977229019997,0.04014781700572056,0.0004930473509983956,0.06321824221568288,0.011836416989214388,0.038906522177607095,0.029498586648469834,0.01658059522330116,0.054940690206250725
Do you usually take the initiative in making new friends?,0.18722353780445183,0.07781168556874944,-0.1914397494799704,0.2700987367815264,-0.15706585349172744,0.03250865463893136,-0.09125246048523376,-0.06959194074291146,0.010039290319129259,-0.14662903552854362,0.036019212732852475,-0.01540639106854864,-0.09958919586682351,0.1288608356544578,0.10312638608828249,-0.1545855287942146,0.016599811622548886,0.011907431812545742,0.2721829642108708,0.1540964777003727,0.08077217667645405,-0.03242258269457646,0.14844082804087164,0.06612666562954497,-0.1715387918846978,-0.14688962251350765,0.13828881810132462,0.07848547331753047,-0.0019232032160908777,-0.04931612168367113,-0.0896301941768089,0.07884782618990355,-0.09485019347628482,0.18060878043130862
Do you worry a lot about your looks?,0.19876800799628921,0.12481562625702354,-0.0737609667150005,-0.053315766328113,0.21565392013460066,0.11507024698355103,0.06183111959396399,-0.1884069786411103,0.11853940377947898,-0.032313350069576204,-0.18224668422608226,0.04177894200129839,-0.26115667253159214,-0.17608339319492844,0.14481010070997374,-0.06092251141477484,-0.10858380810176252,0.06805125472418919,0.008687539412959704,0.13147504488558237,-0.06317057194120271,0.020511646357768407,0.08618357265666524,-0.19533275298477568,-0.1143963345547276,0.07399496997825619,-0.13361546396153928,0.09146621644948325,-0.1886199955374391,-0.16955359349165378,-0.09159988986594107,-0.11820451093471554,0.007042200971931064,0.34507129188534125
Do you worry about awful things that might happen?,-0.06067188378417201,0.20865206047283225,0.01796772204738551,-0.05592342318250583,0.11359347512450438,-0.014164964431398919,-0.12914024432428586,0.03555867062561534,-0.10427880315368998,0.00756635606446122,0.005301477782407158,-0.10464650503584304,-0.021160735662085595,0.08805574714171173,0.07748327662934656,-0.08985256615696036,0.044603116855210935,0.018816517226719214,-0.09186295032242951,0.04048659343933047,-0.008547653076325606,-0.04839926046250671,-0.1364544335292396,0.028002670851824587,-0.003950039725342712,0.0650590589565929,0.12289182751562767,0.10041793258993346,0.027982538618609217,0.0969700604495803,-0.09884852890068331,-0.1181808090637798,-0.04824911470750465,0.0682747887140302
Do you worry about your health?,-0.01707553541098751,0.1279503175612404,-0.055394154536361005,0.008603013614566817,0.16703723252721825,-0.049765908809211425,-0.046703721250485976,-0.05618719451039647,0.01680542469874555,-0.06677641438708293,0.04577749669827772,-0.09194443998530723,0.00875603217621583,0.05754651802271502,-0.011104307103363239,0.04985693697936965,0.016097941811570066,-0.004554588406752954,-0.048543469310014103,0.01820716800543878,-0.07797633760782278,0.02394385960452402,-0.017674747691539452,0.024584084696702698,0.0032161783455926887,0.03497842681331505,0.004630766275574249,0.017076167352885287,0.0957791981155986,0.015297054668366644,0.028091866773914946,0.08682843478144145,-0.059667025907723686,0.027958620301862296
Do you worry too long after an embarrassing experience?,-0.022568665609798855,0.03666414791709102,-0.00753755712637134,-0.017901169038457336,0.20108574974801083,0.061771707914707485,-0.006901201783773013,0.0025817933477821835,0.04022417210655794,-0.01649628560908152,-0.03599983026723152,0.008967529025081808,0.08818027300762593,-0.02979227740183861,0.040604937029621674,0.01586124767359664,-0.08125776295833564,0.07678345935713696,0.08047993855470827,-0.034642732345864825,0.13752813820502693,0.055486157615036266,-0.08911920158262915,0.14961419095111672,-0.11847476802627849,-0.06770930094158019,-0.20035060377897088,0.16530881437480988,0.11400692343405812,-0.045724502631625016,0.10953748133926816,0.04579369444963853,0.056138219385076106,-0.046023533169322645
Does it worry you if you know there are mistakes in your work?,-0.015133949519978188,0.028941957711405758,-0.014905717950586742,-0.06527310606843388,-0.06025897097568119,0.022407249354860426,0.06263323045344707,0.08237013075732405,0.12281948597054997,-0.03844014303707491,0.07666512153576564,-0.019950352156837395,0.05808706208451495,0.027038800370029384,-0.013561672811206373,0.04707113279209531,0.031304247787358006,0.07308837630618009,-0.00384865261139748,0.002681402529541793,-0.01695695973644525,-0.020036600382908897,0.02902942002915105,-0.08446292676327892,-0.03403562182822428,0.016632899814054938,-0.032653199913967014,0.02211131907662,-0.024980331675616686,-0.05436006494261481,0.07361248849489391,0.06778722801854914,0.07036759851055076,0.009275531744392978
Does your mood often go up and down?,0.021573377256150834,0.07370848501157744,-0.013714109557555497,-0.034648159210465004,-0.002501957083474311,-0.010101146390252998,-0.07735381302063661,-0.15672606580124715,0.02210504228742645,-0.07524038910044362,0.029500505221616614,-0.16028483773407062,-0.08527342554297229,0.11286836749359742,0.014664516751445299,0.039330881383197375,0.023721615098756227,0.04006443572755465,0.03845484147348797,-0.1343021930460966,-0.08304670310299088,-0.12050675315229449,0.11315102157084835,0.051930442278900674,0.11632615513914475,-0.10625476954533479,-0.028936520118397473,-0.09393062076454889,0.037089432557486195,-0.01307677078885531,-0.06785189267037263,-0.023587370368027744,0.2676052593162577,0.017774349644598373
Have people said that you sometimes act too rashly?,-0.0031007868674142827,0.2691211798323478,0.24426623344886983,-0.01665187037590565,-0.12227830627933102,0.08331520217438529,-0.10502386226408593,0.0216168922857473,0.1521046788191387,0.06234606572302684,0.04052653987349918,0.06306931325408184,0.2828708404620663,-0.024449835941250234,-0.036457886246797626,0.07198967621519234,-0.10007089020850239,-0.14193853373501464,0.1633800569489156,0.17393214475658175,0.08365204869575288,-0.01692143414414765,0.09340086412007625,0.15652729236746907,0.012024867660166532,-0.029185284970116805,0.010123905041600807,0.09696066495126636,-0.054210451616207564,-0.09736441124638816,-0.2478575215408846,-0.054013751781508884,0.12245448906616231,-0.14225485581618225
Have you ever been late for an appointment or work?,-0.007968732866124373,0.10983587281686848,-0.016948197858474866,-0.06910484098075288,-0.056631243553976016,-0.04765928511594918,-0.01631501712719196,-0.007690227159428107,0.15574769588515608,-0.094062580445649,0.09722921798131555,-0.12593032572680113,0.030670628875168877,0.0621231229950769,-0.027770505422549528,0.1180030882992057,0.0762723308713665,0.04433093851453339,-0.05650506142288614,0.02098406123453509,-0.06564025110207806,0.03012702387273203,0.024943294078863695,-0.10200957470252087,-0.025960723731155624,0.035058349398350036,-0.0681702506441133,0.03869443907850683,0.0075806242242991255,-0.0508994272634625,0.06279783309120168,0.1251170761515207,-0.005880022620474142,-0.01770653815999539
Have you ever blamed someone for doing something you knew was really your fault?,-0.0187543914696242,0.13602029178387598,0.08504361741166641,0.02849735849541571,0.14005965065087492,0.0353260083267448,0.06445601118922974,0.1037422150492137,-0.13520489946500114,-0.07618766224136292,0.04253396533165407,0.08594673816793798,-0.052091298864196264,0.0692476499495377,0.05209836490150315,-0.10766919566611784,-0.044704584276295894,-0.02253199475757389,0.10993109224177687,-0.06798381935817402,0.04111542977590107,0.0863830446906801,-0.021903501763983212,-0.07290398654789815,0.01230714365849805,0.08560851618519812,0.07207937739549197,-0.007103992472211927,-0.03722297976169691,-0.07902879470916188,0.2694674065280858,0.004899256764236468,0.09935236625815644,0.07088502571498227
Have you ever broken or lost something belonging to someone else?,-0.0030609932084979235,0.06617901222341281,0.08317201901878558,0.1653616619014943,-0.03446238511768971,0.013258257507793265,0.011685638181366283,0.01709382676030245,0.07100381703350532,-0.06557394011779516,-0.03488635976367058,0.14273043066551844,-0.031102550251121984,-0.03646275834628711,-0.09687122577787499,-0.09672824594833977,-0.01681206822453139,0.030046188421225223,0.0972867902894485,-0.10826515970924182,-0.04304120385484931,0.01932301183586005,0.07235105654908591,-0.03381166294074521,0.07548457574020774,-0.04082037503437125,-0.008971902056646055,-0.0614925960568872,-0.03676058170768532,-0.013844024878339523,0.10426324619952586,0.003099500462662354,0.00524840363572367,-0.05558719988099475
Have you ever cheated at a game?,-0.02718724859378035,0.22856052584700765,0.15216038589756659,0.17045871153727776,0.12752581490440207,-0.045310001615875735,0.13455378494467837,-0.03414438350303102,-0.04847680678186228,-0.041949594474373235,-0.011122894443966847,-0.05452376254698578,-0.07541169098091889,0.1240426632612944,-0.08433193189855594,-0.0890631032711723,0.131168359399859,0.08037817505189387,-0.2171888152041124,-0.1501007033524718,0.015168142297659963,0.10641574329180441,0.04322503106250664,0.12208294747168398,-0.008817798235669569,0.07139903192042976,-0.06803775102993087,0.05917152922067871,-0.1778258074058495,0.06167570060580337,0.09394936164785586,-0.06509129819987694,-0.03322339519593723,-0.16092928246666924
Have you ever taken advantage of someone?,0.0681677259943384,0.19359919876724407,0.004672172943941256,-0.08921639870092193,-0.09991262747993863,-0.24272301760539716,0.29452898816528583,-0.09544584712072156,0.19686338991270916,0.1286798516846835,-0.023030227237873572,0.07362876495454919,-0.06206120992723715,0.05190254367088785,-0.06775766540129555,0.0027851681537880515,-0.049847513133439054,-0.114151246307733,-0.030613892350805895,0.050310235611894655,0.03804332447954884,0.14433851671687434,0.02712099474411763,0.06462056212157247,-0.09462871822016958,0.0511307550146301,-0.20123174977787114,-0.2606213752771565,-0.06448658532125441,0.16453466504365116,0.10154350483819706,-0.14480227077618918,0.10521337976060806,-0.07745448219712991
Have you ever taken anything (even a pin or button) that belonged to someone else?,-0.012754566061226075,0.22093804947522772,0.06222293632059743,-0.11647537496095428,-0.06640310535533488,-0.11469860963684098,-0.08265179049377583,-0.02978890726966672,-0.08578567181839716,-0.024307846522983175,-0.15202957464000932,0.14154472992520914,-0.2234643220423072,0.03723319606959031,-0.030984065245236145,-0.18821214832280295,0.12802986588014853,0.00629213150814328,0.13081406315870145,0.12151072060806431,0.03982566248841811,0.1225912875199594,-0.14558253419636652,-0.045635082623968336,0.04129421109459593,0.0725168712928332,0.060007640140616395,-0.10248472880347712,-0.12998137419772365,-0.08556609750314961,0.009864857082586612,0.043678895313271966,0.07213809814184326,-0.1669287976129317
Have you ever taken the praise for something you knew someone else had really done?,0.035067749348072386,0.00013739860199648226,0.3662952820306226,0.12321910872883879,0.04988956522041858,-0.061430501405814596,0.21774180365598392,-0.06039578556915265,0.14150089104463978,0.1612265104520467,-0.10061443923450906,-0.045517281364991447,0.07387437400084844,-0.14823968668738735,0.2782304285999829,-0.19084506079734123,-0.15689382593352508,-0.14022954490224973,-0.05139112271811908,0.060022981498639306,0.12940157954461018,-0.10695726341178179,0.07905778742972441,-0.08289719261698447,0.10359366374777793,0.16944081480556714,-0.04394746062895796,0.18198770057186872,0.15888501758637022,0.017993992920569107,-0.11210456624992986,0.04828310275585067,-0.06264121354813802,-0.050605703163215644
Have you ever wished that you were dead?,0.1140157546574784,0.08664777482583792,0.040919537465092165,-0.016654436832234883,0.06677612257869449,0.029790584692482615,0.19775226038702393,-0.027793174263245506,0.038371426185790106,-0.14205598520058954,-0.2022293484646838,-0.10655127570147978,0.09109705904244214,-0.06755818479857377,-0.19035712822881531,0.16909878730321679,-0.06775115437750229,-0.059688557858721916,0.006217803489319883,-0.12174437809345623,0.15126963645209707,-0.20158744429050235,-0.16817979717326278,-0.12918602858545372,0.07865162491726624,-0.08316104298678702,0.3307438599060851,0.16104401363734266,-0.22706049270128562,-0.05747507764188441,0.006240628593013375,0.11576528688640017,0.05133876187148469,0.05948701188452215
Have you often felt listless and tired for no reason?,0.15459250023281876,0.003985175864016288,0.18512719784934528,-0.039281050602157974,0.009339405038301607,0.33452650690603913,-0.00805453537183351,0.02701516547562407,-0.2030706295066459,-0.12591232835615163,0.04879720908535503,-0.11270311628679613,-0.07474938665740506,-0.020286915515986013,-0.2842669858939816,-0.03963124401921767,0.023775606587826445,0.06913859707036563,0.10096166260378316,-0.001369719551928841,0.15015088135984528,0.0770881372477718,-0.07979347088480204,0.20812114652058802,-0.11300631863213785,0.007779953713152412,-0.17827436581351522,-0.11271706927830309,0.0734720510542555,0.16231479419324596,-0.005557105451987706,0.141032480715445,0.02452313521674181,0.13098396212962063
Have you often gone against your parents' wishes?,0.21102302964819988,0.1119041740197783,-0.056934917243019204,-0.14729571419271492,-0.0744456374424312,0.21262560226134214,-0.09959848292510468,0.05507923234203542,0.1580988050323786,0.12270094219670431,-0.01813105678629951,-0.12738567725600536,-0.10857093799625896,-0.1159273695109459,-0.22308746879836228,0.001066388499817966,-0.0245079869875537,0.0024848809489427877,-0.0004473131868119201,-0.14435472679915395,0.11387188870028217,0.24712763315789701,0.052028904368654795,-0.07651855716219134,0.19454723662672715,-0.21935661679289228,0.08189558005482614,0.1926222323416216,0.19018049440404142,0.12487539380367424,-0.07988116856405729,0.14626133924567747,-0.3126890946473701,-0.06470400572200727
"If you say you will do something, do you always keep your promise no matter how inconvenient it might be?",0.20806613935719442,-0.037202301587558585,0.025432489846461157,-0.0322283258367371,-0.034965477270110526,-0.14484917090628585,0.030589025902883364,-0.054100243821315966,-0.23142282168231684,0.008283328757111462,-0.004045050620775161,0.014357823513017573,-0.06633485602301036,0.18603701648281465,-0.0576410153495456,-0.08692950162088157,0.05176801514804676,-0.1603559327472124,-0.11444651116040773,0.16399763875350395,-0.0008530591372256273,-0.10779581294831125,0.3188980114799252,-0.24255334023459968,0.0027793967992334754,-0.18365707133731243,-0.008801747204938435,0.06452540235159707,-0.06048706262979493,0.06425460157237267,0.04502461683459721,0.1509772409486066,-0.08599257019644209,-0.17854941457279108
Is (or was) your mother a good woman?,-0.024240752064841303,0.04705640245577764,-0.053351674628472893,0.012434748526885885,0.1634095051055132,0.020300625661598203,0.032244526330153,0.03387316340635562,-0.0161227852158607,-0.011153976978508843,0.02521340025272774,0.01403553358465649,0.036172465385561854,0.02246219539766747,0.0031045255079799067,-0.02107501852774083,-0.028870141272438487,0.024202849384893737,0.004112939501474555,-9.549069955455257e-05,-0.029293046242189934,-0.026219764651116948,-0.013588621741252149,0.04213073263594472,-0.00485871975147599,0.016552977229019997,0.04014781700572056,0.0004930473509983956,0.06321824221568288,0.011836416989214388,0.038906522177607095,0.029498586648469834,0.01658059522330116,0.054940690206250725
Is it better to follow society's rules than go your own way?,0.04273176205632139,0.007746454907692249,-0.1454608966743137,0.2577781942655657,0.11179850952956502,0.020854648502135115,0.13553288295626115,0.029413573952505673,0.10406503381718288,0.4512749980920174,-0.11110283363127409,-0.005563473287093499,0.051082206472667785,0.22825580663223527,0.02033735800051879,0.02658203341747419,0.3200186000926515,-0.09800159377158109,0.0028345230441015256,-0.06080110448771328,0.16139532633950152,0.22520648745209057,0.01094008092159072,0.017932126817668984,-0.10459423549766507,0.0839285529142438,0.21091563093435084,0.04036413255895216,0.009258833412482511,0.04831629893608451,-0.029103741277810836,0.17686007255958514,0.22650610070921046,0.0688291378064918
Should people always respect the law?,0.06119225505972159,-0.05975392302971219,-0.2057743527250364,0.061184163262968654,0.1577196433751445,-0.08135129847644074,-0.05548804628064088,0.26837595767948397,-0.08411633111997768,-0.2435668508720134,-0.08660499632439153,0.06531337874410094,-0.0811888278864926,0.05317020958278162,0.011705226504881044,0.10186080792554449,0.14461269499695018,-0.010377046499956709,-0.03529887725446991,0.19034878765960112,0.3504851410657634,-0.2020717852312162,-0.013265459961600376,0.10091516694083633,0.28589703390531435,0.10244342877952471,-0.18164552994108749,0.06798026063629097,0.018610346763203004,0.13096056578673054,-0.13217453537097207,-0.08242028048341155,0.0930379887266166,-0.12349913095108801
Were you ever greedy by helping yourself to more than your share of anything?,-0.030764343203216915,0.2430175728840347,-0.16312711924771992,-0.17362035571816303,0.041287934487302044,-0.08086221873547828,0.0230200484004261,-0.0024429807569087704,0.14206609000734705,0.07137361026504184,-0.014402482267874177,0.10164817289374933,0.02232781312730184,-0.055667570187304234,0.042459131956252956,-0.02529730080573196,0.208945769204721,0.010789564084951077,0.07044003988156036,0.21496690966838017,-0.11474978859502556,-0.08132720274045727,-0.1524381943092186,0.08247697647263696,0.05600172217421209,-0.1472245379330952,0.011297484170553566,-0.0546565246759955,0.018766651225102623,-0.027239058804473464,-0.09796793641904014,-0.03709632916712076,0.006712328400901632,-0.07013599655055644
