,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26
It is easy for me to inhibit fun behavior that would be inappropriate.,-0.018141158577395188,-0.015002499939579873,0.1460628242701056,0.06445709187687317,-0.03479713780841569,-0.08769660127375828,0.10956755860156381,-0.0900952707665914,0.11086339219429582,0.03601923928112896,-0.10476635798980402,0.06559618988116443,-0.00015567381663699636,-0.02928998652860885,0.059651497058210524,-0.11515233151125445,-0.018545814911961743,-0.04285582273315587,-0.028496018138976585,0.014102258968592095,-0.10816543732763094,0.23608472531928812,-0.030093452951769035,-0.05553933421617517,0.06033398644344348,-0.09279111866763841
It is hard to resist buying attractive items in a store.,0.17893362122111278,0.11357804817265145,-0.03854253133610803,-0.0006656930992594603,-0.04224400190236213,-0.19526303014133212,-0.0818797797922928,-0.11249180904655189,-0.10575460241843652,0.04525393902152885,0.017813273797593454,0.01474886245344226,-0.08836154342756376,-0.04443912481720624,0.06330120350304164,0.14660990666362833,-0.07795483144254833,-0.05922127447251515,0.09230213867826007,0.04904327727934785,-0.18443811736038776,0.1413515877313298,0.10382334437354065,0.007993999029712996,0.1701247638722584,0.012434391838969484
It is very hard for me to focus my attention when I am distressed.,0.18210047312074462,-0.06730773608628994,-0.019316947624645402,-0.0159001318465096,0.01607951264970407,0.21145238800258997,0.07172037900415543,-0.17964455079839925,0.08284928144579336,0.12765365240889878,0.02606787187451017,-0.1703570047130535,0.18755265748174904,-0.0657482875875181,-0.0729632579555701,0.10455360234280997,0.019923975410155684,-0.09314674506203884,0.010261811162306874,0.010018180004647324,-0.11274470454794354,0.17455760068090775,0.0287181827857764,0.027642135616814344,0.04698984438557983,-0.1453901442974987
It takes a lot to make me feel truly happy.,0.08240180993080455,0.05123778661361507,-0.12518297819920995,-0.09571206761706232,0.01339785343012069,0.03692591647153727,0.0780384038482425,-0.00335276812931816,0.03298556215969654,-0.08179149667982474,-0.19599778633132986,0.05793247818586786,0.05573595465554714,-0.010123831907459453,-0.1813521941726073,-0.05462926518857131,0.156516211202577,-0.03457229403921586,-0.0024962628922620645,-0.12463740630434043,0.005856600558592883,0.007829132953891097,-0.04596016751606196,0.12455057479719751,0.020981320554626925,0.0782368931150021
Looking down at the ground from an extremely high place would make me feel uneasy.,0.12834160802128042,0.020737883051179695,-0.0010669573799610903,-0.013753058314204553,0.0948141738375678,0.3138897514400246,-0.1167895518720603,-0.2611946360162252,0.01921584023410471,0.07670814128950142,0.015272235866386626,0.24541222195170198,0.13072151962214368,-0.04873731544874219,0.12377289877969813,-0.09728928478788008,0.11919074717963407,0.03078620001507045,-0.010483804625042717,0.13607399241448628,0.018466720538329363,0.054788896825601494,-0.08056491803247488,-0.09692091703710065,-0.04219738993136852,0.20861582420096478
Loud music is unpleasant to me.,0.07517780153327433,0.04332710053740936,0.00229970747166429,-0.06658246395082149,0.13588047576634993,0.08963719838412831,-0.05936526428502352,-0.08556894356043725,-0.03923621607514081,-0.034166392378416496,-0.22883308998033855,-0.12146982181526261,0.09008678556319667,-0.20577772895143553,-0.026083680491803898,-0.14607509739596952,-0.12966552700471068,-0.009183317798058156,-0.016311201290940484,-0.06570804815440706,0.158970341916345,0.005504873965493013,0.22238385790436543,0.06486319126819802,-0.058503601036351285,-0.03839686528452499
Loud noises sometimes scare me.,0.15083304969885727,0.07950875380013063,0.06794817741175983,-0.20614943095903163,0.03555290975949538,0.08528221234887397,0.007375410920388764,0.18792341725286624,-0.09229360216618314,-0.04649211477824957,0.10156318694371744,0.0650533037461877,0.06171622864973764,-0.06457415848111528,-0.021200604871793913,-0.028073284761888674,-0.0922563342213822,-0.04870053025747801,-0.08168788716533959,-0.051896873594974406,-0.12120231661969497,0.051534874707178956,0.1557294550748632,0.07591724545973191,0.11665767310870725,-0.1474226579240809
Sometimes I feel a sense of panic or terror for no apparent reason.,0.11762318979364536,0.05413706255941904,-0.1337407091016064,0.05659255707344344,-0.07588608673100658,-0.18449731171075082,0.16695084920981185,0.02185193265935842,-0.00012377883444941035,0.22152656694814105,-0.15149861944979365,-0.08201890600798752,-0.03866430960725871,0.02786968537705889,-0.09593706589830711,-0.05915742108673877,0.04592650207659552,0.050639854289669835,0.021898553545175333,0.2870501245224809,0.19725879976690242,-0.15741265020225217,-0.2756914910263452,0.1320149563402544,-0.01530886183245008,-0.12752738983280865
Sometimes I feel sad for longer than an hour.,0.14419616842787078,0.04405443288814738,0.04450402377804875,0.014921155813887298,-0.0614779449287775,-0.024575364833149833,-0.10280253657778372,0.041933324155748554,0.16236176065454908,-0.15365351480725453,0.07023533469236959,0.4143345371319039,-0.017091759883938035,-0.20605795645719197,-0.16740141118591328,0.01615617060153808,-0.015256102162659184,0.14618098709456712,0.06627974644466138,0.1115261757262702,-0.07693743762471117,-0.06238605352690507,0.15054802483552157,0.020937550855660642,-0.12679705920473056,-0.07077276610562534
Sometimes minor events cause me to feel intense happiness.,0.18354637299501828,-0.031679030864586184,0.10884231449724283,-0.012274671422677368,0.16137208252208668,-0.19661348930841796,0.007928010571965124,0.03564094816545873,-0.03633845063898097,-0.058882447002185416,-0.142047921454049,-0.15694980237648273,-0.07520946223166675,0.02781761065941569,-0.19002527618445836,-0.031726997392384305,0.21630844994403167,0.0781396365894326,0.08633329343511689,0.005157696869508084,-0.037470474714240976,-0.04374561666334904,0.10999671071219677,-0.04533179081892238,0.09086938979696586,0.14355560054390493
Sometimes minor events cause me to feel intense sadness.,0.18249552041230294,-0.04566280508629756,-0.022349598569473314,0.10206089587253997,-0.05706178719478893,-0.10559223434319322,-0.0012615221752138375,0.01295948165150563,0.11267697899279644,0.07603055237019314,-0.04521211572348583,0.16164142700087994,0.16980128097321082,0.04699532013551925,-0.0014787446097615175,0.0622802493674302,-0.09510243121727859,0.05658159394132313,0.12441858040457428,-0.010021058019482085,0.003936739477056817,-0.19587709322253027,0.15219828211691566,0.08970519888841064,-0.028659467057608367,-0.14483983600671801
Sometimes my mind is full of loosely connected thoughts and images.,0.12928558774978485,-0.08336469014023667,0.12156151690256209,-0.10341480250953379,-0.09759642213977804,-0.050382037092239595,0.12560570002637184,0.03080563963195001,0.054654408636504344,0.05969122215558216,0.15062846278863404,-0.09258612741305913,0.06227422849733088,0.09208576306706495,-0.022402728538639883,0.034265626162092076,-0.0825068444121554,-0.021594382194766552,0.12328115457495954,-0.1772961355116855,-0.10833975504876223,0.019319689589905625,0.040808413743850226,0.09511144271602055,-0.05745162009720467,-0.14648505264151498
Very bright colors sometimes bother me.,0.12609048434385822,0.09611229777263101,-0.10907074658603659,-0.1463018525790807,-0.007566311048686117,0.09216226383899709,0.04597608989658039,0.1344001517292516,0.06562463585311054,0.008294866594971903,-0.11242344457115372,0.04544141295835715,0.24522581427867277,0.1097664595085546,-0.04893976366671633,-0.11771475216510299,-0.09709827973030968,-0.135676043243645,-0.0026543166028879166,-0.14210598316137096,-0.1367506934025016,-0.1248929756726935,-0.03365754978574006,-0.08497815791108564,0.15017409771996576,0.0026519401781739007
"When I am afraid of how something might turn out, I avoid dealing with it.",0.1557941789876534,0.06424892714791702,-0.01008164173255528,0.06359058828367416,-0.030804888331344843,0.058909403532037254,0.19478362509061803,-0.11437040260381046,0.007646724301186576,0.17981121817521747,-0.08973391659448882,0.029827815076641343,0.02036181863105106,-0.21707403735391578,-0.07029691600652234,-0.09922397821698484,-0.0023457352135101773,0.07522776665325943,-0.03894939373114087,-0.1998670881944358,0.08962041900166075,0.09013494484541075,0.15643763715965964,0.01160448221356218,-0.10948354521374573,0.1930630408519469
"When I am enclosed in small places such as an elevator, I feel uneasy.",0.10233556122788628,0.05249716546142247,-0.07931535201273839,0.0038348260584711046,0.1036790346606488,0.08972722661180416,0.045615107720587945,0.2880603196694185,-0.011486895039191878,0.1144800869403189,0.10375958782844019,-0.03948677838001585,-0.2770364942305309,-0.06922296886458494,0.04374781752346219,0.05466364341214527,-0.1430698860000377,-0.08938761734028303,0.033098513710741004,0.1855455167372695,-0.21558452004747283,0.056577404550379795,-0.0013059080451135142,0.16203545749998946,0.21279621119013906,-0.024608522204498492
"When I am happy and excited, I have a hard time focusing my attention.",0.09405586041581428,0.06577425875417534,-0.10710181358933171,0.03874092275530405,-0.005092331476714994,0.001614060645651597,0.04628336405394251,-0.02776483576300524,-0.1521605059391313,-0.09113179899122378,-0.062260073898965804,0.07464563204308944,-0.14576068120020655,-0.016648922713068982,0.19907212885136774,-0.1506710432108188,0.04805710049024364,0.3000526866140401,-0.0806187610521837,0.23966645198920888,-0.2320048643830645,0.005051385848514467,-0.048750176346161266,-0.031528354859987937,0.04701070793966419,-0.10874835366982236
"When I am listening to music, I am usually aware of subtle emotional tones.",0.08654279820902726,-0.002951370223196194,0.22930484071438226,0.17930100818582054,0.09096173307768478,0.005089872355205379,-0.047884643138381755,0.02180542021914224,-0.2956970110653477,0.06400972688786567,-0.01913908797773339,0.08774767527618878,-0.020188155036878482,0.1038021431126811,0.13558582646312062,-0.09952342101136875,-0.007495669663468762,-0.252373960644937,-0.057346201039649394,-0.11597851380801559,0.09406575651012279,0.017312601233274074,0.0047541132846661985,-0.004179975523143982,0.07972839968430649,-0.2221044133597885
"When I am resting with my eyes closed, I sometimes see visual images.",0.17855745963883313,-0.08573201505910936,0.11237168526593552,-0.1685476358225605,-0.12059748436398021,0.04575091408439139,-0.04934961346567655,0.20427900733508592,0.09624613437237499,0.13120130786861847,-0.07095552981925048,0.08570980811561407,0.04087405424014465,0.07342378504776678,0.26777027463009,-0.021739066595406652,-0.043830745640807425,0.06318859058951619,-0.21522261100195958,0.15237416670298942,0.0051891954311253366,-0.1773923835833743,0.08027851368401931,0.0037156275015409663,-0.06024584160323807,0.07594690134689207
"When I am trying to focus my attention, I am easily distracted.",0.13090252722167522,0.06268736345386411,0.02270369850171205,0.07350561938930517,0.2809557314504658,0.22205425281613184,0.10298623356625107,0.06219525241949278,-0.08303607983852394,-0.03897218769389999,0.18973582193740815,-0.03875952448531309,0.07507272970257682,0.08573524785190285,-0.035871129640257,-0.16073963702327282,-0.026892141552082926,0.05112026071932714,0.30149278221351256,-0.09198980629463938,-0.1850008631239157,-0.045131348571495096,-0.03389195905150235,-0.005203424410730225,0.0860534354100761,0.10373907985467647
"When I hear of an unhappy event, I immediately feel sad.",0.15639680282731103,0.0626517203406114,0.1442135445738086,0.13278384048069014,0.12993745837475365,0.03052945255718327,0.021034385157430377,0.06030180721221663,-0.16892261699920116,0.013806845757166107,-0.05689390685123341,-0.1598285910402637,0.03990621029437125,-0.19298407752629054,0.0617687949818779,0.08592900883377783,-0.18288970494564633,0.2641794843253593,-0.12928825689823975,-0.13149447406336753,0.07313691254827438,-0.04241603287596617,-0.08998218718175521,-0.15238323947274618,-0.05606368437562165,-0.009628868326870309
"When I try something new, I am rarely concerned about failing.",-0.04858100821501823,0.11851804465951236,0.160352791092497,0.02157244123552004,0.10504598454721481,-0.06802899840586157,0.01697603753333498,-0.1109870418233494,-0.08367554167644405,-0.020397152608565523,-0.025085563616777367,-0.12077152049133591,-0.07858429962453582,0.005709388140397119,-0.10826761030029444,0.08171541859236461,0.10663415049580381,-0.07707186123601159,-0.07746492333559908,0.14924818977523058,-0.13964977000032355,-0.04054505276301098,0.07046497828158359,0.1756947370910923,-0.2601212586978352,0.08872222462767278
"When I watch a movie, I usually don’t notice how setting conveys mood.",0.07778577765838433,0.16045047520021397,-0.11369247303791204,0.11566535627557893,0.08224543409207524,0.06622994844939209,0.021565235012477136,-0.03313884583104985,-0.07850025120543536,0.0259060951099121,0.06675873209973725,-0.08162215731906784,0.012178430889703006,0.03209964130741252,-0.22398097442287562,0.3263649868136897,-0.28013636726681984,-0.14326917089333333,-0.18311834572809085,-0.012174064690326891,0.0531883373778831,-0.0606308224862197,0.08292869460130316,0.1691138180212959,-0.07439261429457726,0.21346140167348746
"When I’m excited, it’s hard to resist jumping into things without thinking.",0.19810851684960257,0.040257795050217524,-0.0017299439927754745,-0.08820032253422315,-0.06880592822293645,0.03991052322388049,0.21762150712432482,0.01157814200868812,-0.09955108724878513,0.07282226589168547,0.004988617956732375,-0.035435743971152574,-0.02770546598175121,-0.061365805743270135,0.015363173157161916,0.1140875244148549,-0.04111165480266511,-0.10215727265026732,0.02836201603033132,0.18377330554002422,-0.13364225401809754,-0.0748717478067284,-0.15249250670643938,-0.11923942839174607,-0.08886733912217727,-0.0009692348763429649
"When interrupted or distracted, I can easily shift my attention back.",-0.01359453528871883,-0.014424977259252505,0.11122477340111166,-0.10463088584522909,-0.23040472035397377,-0.012221826789416666,-0.08696166460112702,-0.05933009203933095,-0.036149494833107115,-0.10206901703354247,0.0943245852301834,-0.1343414119603669,0.08735583876931764,-0.06877477973600786,-0.02041867671630112,0.02745352772191555,-0.12193532171760714,-0.010769426603403149,0.22557429152399763,0.03979651758336613,0.041352978770559504,0.26060461326318846,-0.12350600549764365,-0.004410412391179554,-0.2318101802593538,0.0037664895200579937
"When listening to music, I usually like to turn up the volume more than other people.",0.12741014241646062,0.030033731423495552,-0.0018225058025917041,4.949902209739588e-05,-0.075382993023586,0.03906208832505722,-0.024755281880791218,-0.110557704663689,-0.015241163804644664,-0.10905400153932604,-0.10195723005765008,0.030898332960961457,-0.17353973723850621,0.10607923004306373,0.018229819815182045,0.0005208123206595348,-0.09702967278028816,0.1402314743622172,0.10882636843071687,-0.03404851249509372,0.040835392866278575,0.06351623246027611,-0.11984270968661434,-0.10447254973343917,0.00804182437200364,-0.1839620591658316
"Whenever I have to sit and wait for something, I become agitated.",0.17341857456572746,-0.09336603172435003,-0.07913374624526115,0.22071192635640546,-0.08807678901316035,-0.005045457107536733,0.010158753537447725,-0.15738710034110706,0.022041683092240458,0.08214735935341298,0.1667433101282068,0.006123166117913761,0.008333363248686998,0.009333618727581691,0.07716931473684077,-0.11997118330547066,-0.025051464450757094,0.12811872226413742,-0.022137611152343126,0.04637606859528116,-0.05912535490870328,-0.05152993825040053,0.15075999148962616,0.16273497762766026,0.02466056019073804,-0.0644568270635009
