,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35
"I rarely hold a grudge, even against people who have badly wronged me.",-0.07348947824376986,0.19582316310627912,0.03995923424642108,-0.08294698083735377,0.05409892961595988,0.12901111992879533,0.0021841798753024426,0.01781490356930969,-0.11479634395442828,-0.0700844544574579,0.08862138962637399,-0.028604401821115278,0.05227993225539038,-0.07434991983003793,-0.04114249590041643,-0.11196601432513871,0.05578479158288607,-0.10244176818368302,0.04199394882049769,0.13747948717891217,-0.013149362185898567,0.12952339147142486,-0.033819216617593933,0.08230168115248297,-0.1345849284510358,0.14931297340014565,-0.10688223346434177,-0.09066239222092826,-0.01163174270401351,0.044560025892572186,0.1820782560392977,-0.014756685130805249,0.0010398161232398155,-0.11772307107468534,-0.1245863349975519
"I rarely, if ever, have trouble sleeping due to stress or anxiety.",-0.0928474777441247,0.11561738896173407,-0.02136065540625481,-0.18681968034087632,-0.0574538519693515,0.004092768297878645,-0.16007474532253899,-0.006064897181775405,-0.15814921009598426,-0.042412335909073354,-0.1626017131307306,-0.032822517957230554,-0.041631143879709655,0.17072732526974727,0.13134721952662196,0.04645838792918855,-0.16114488980621275,-0.034799776753513284,0.09496120552468176,-0.10555464823203858,0.04632160618069003,0.17484749709438904,-0.22433186732539218,0.011126336632588567,-0.10013206389346281,-0.10913568092273661,-0.14916096946188245,0.03563766075184773,-0.0223419504952244,-0.0818642677309274,0.03827968271185743,0.07635559971017555,-0.2569852730411374,0.05826592949147907,-0.05693128388411299
I remain unemotional even in situations where most people get very sentimental.,-0.15267069654231122,0.056512414026788686,0.1069764002081651,-0.17055534254952645,0.12129941236773191,0.05518728706072818,0.0022437732133055582,0.03381549140824416,0.13960468769751178,0.07474399472445137,-0.0477918746130225,-0.01637769385791275,-0.10688239532050693,0.031663373023932614,-0.10467392230593839,0.23201115657487,0.00588496923686393,0.1075794597884966,-0.1326182123681746,-0.21986989641102211,-0.021763865883800464,0.07484560904954668,0.24082933608692156,-0.03560371678711584,-0.04045011757487288,-0.028400314115291623,-0.09163372486030948,-0.006867178073733213,0.02340730703724933,-0.0192128401889464,0.034025685134217165,-0.07326320620819489,-0.03176406882777887,-0.13959920556700264,-0.08989578202768919
I sometimes can't help worrying about little things.,0.08993208236921744,0.12651024183002793,-0.1774228734262679,0.0644142080893768,0.03145559996054364,-0.05593058064067001,0.017865910545642016,-0.09556546340943498,-0.2522167786549645,0.14312751537283838,-0.09602628658038946,0.009476836100223386,-0.09448135979128153,-0.00585842930219438,-0.06972156757782083,0.01863935344218136,0.22878735189701904,0.1790448376823057,0.2569745150127749,-0.12968556119160538,-0.11206385287363427,0.1290283587937904,0.04549114117913787,0.1508314163626919,-0.010441629800613717,-0.10409857427898227,0.03691939393622988,-0.019062473946256438,-0.10482608319231088,-0.11429982390576048,0.0685081941134155,-0.06004012983187192,0.12072928671510157,-0.05386424368080675,-0.020368281289367438
I sometimes feel that I am a worthless person.,0.09719714568039181,0.05898243481617389,0.11375315335371629,-0.07601471599088688,-0.042728795459235545,0.0031260329210506524,-0.0063936592191539115,-0.259985004075687,-0.20266946604746086,0.03747547330638933,0.009491669562070244,-0.05913320771096736,0.05839023725730191,0.06661004319792461,-0.02831198976245118,-0.1263743190536289,0.24361384955085394,-0.11898881495260005,-0.014028044935345105,-0.16149410948870652,0.03796667131618869,0.023682203354682723,0.05932141200472977,-0.032290940212780284,0.017487692616235766,0.18622114458691977,-0.09408097794833137,0.001714751602401576,-0.05213671336780692,0.19597625503461397,-0.042584536131698277,0.0018090665484368016,-0.08428493542525839,0.09578324918922541,-0.10182049141692949
I tend to be lenient in judging other people.,-0.03458703755562836,0.04863485194450562,-0.10142425271526331,0.08299391547903874,-0.05638521319374951,-0.095009825254731,0.026816302971591464,0.025717037444471333,0.1375605817409252,0.009741553126677792,0.027161502185300303,0.07174488446142645,-0.08966027350243035,-0.06389386174377512,0.007825987302074256,0.052126249508365564,0.016337634495569697,0.011725651098740106,-0.04358341630857425,0.004977461647923666,0.010925979884274326,-0.0702244838613563,0.04514787583803148,-0.02361818752649317,-0.07372829290026642,-0.1016003909721333,0.09373115688399429,-0.15299388822359486,0.009883880093973106,0.13608917559226041,0.07094684235409278,0.002228110771375087,-0.1100320722161242,-0.06251947584712884,-0.10831026072169676
I tend to feel quite self-conscious when speaking in front of a group of people.,0.14665389773540746,-0.003641769508154308,-0.0398268308317746,0.047940775338524054,-0.11907979279148667,0.030580244684583553,0.044859116162414094,-0.1397667446177786,0.06206529023567361,0.01532566621172136,0.13379204850576745,0.050033531176768814,0.05511176671283904,-0.03821672620590555,-0.013729503211538888,-0.05651350991709258,0.0922367636201577,0.06923891893178562,-0.1400694235820763,0.023823933774176635,-0.03492694364165648,-0.06444056341352446,0.1291557178396668,0.0015541948096279765,0.04891320346847721,-0.04948212393156499,-0.023385909258139315,0.08830344297641758,0.17396363248492916,-0.16115539094255477,0.12034405016516025,0.1255220994218021,0.022055538954031385,-0.008602169380854868,-0.11116329101369296
I think of myself as a somewhat eccentric person.,0.06637856900307385,0.08624430238914733,-0.047383878062042716,-0.05820135470917201,-0.0446658866838155,0.11414685225691444,0.011303819025679089,-0.013596996690198777,-0.05178567149539756,0.18556850308945783,0.060977560099168715,0.021121191786940573,-0.06184078507760317,0.18427887483929078,-0.07842207879866954,0.08749329832140394,0.02109308074888618,0.008829723167966907,-0.10817801779532096,-0.02175678161106532,-0.009710477254538004,-0.14876445623604798,-0.019720529233974646,-0.01727984120190942,-3.900062400241571e-05,0.05255888151072251,0.16499797890258475,-0.07088345391156209,0.1267152237768055,0.1014956931391113,0.113326267304676,-0.011870053838887564,0.06762485130988684,0.20285359833998742,-0.14209461316385574
I think that I am entitled to more respect than the average person is.,0.12040276935440453,0.035522944603304095,0.12883682097310833,-0.14930938246660522,0.001626551284437642,-0.010871277989933025,0.0541063719306924,-0.09773938238719332,-0.07713747137521171,-0.1488105496080662,-0.04591938029978356,0.023651548405063377,0.06365315878724166,0.0012330809054091655,0.057037701039459626,-0.07919756326494047,-0.028163756649168644,-0.035849070731862324,-0.08063584604300846,0.05684604491062849,0.009747173834577879,0.024345658939729065,0.04536705793268899,-0.07590802624604144,-0.031186522579237735,-0.06041306163538135,-0.14892265542607033,-0.0438321241481211,-0.1761556303546733,0.17270708861942505,-0.10930501464163038,-0.020672185732100737,0.11002719939530141,-0.002488921835182543,-0.14332894011825256
I think that most people like some aspects of my personality.,-0.001632581991903146,0.10486459037779236,-0.050569151248732416,-0.051111213526837014,-0.05769024228329714,-0.06740609236297397,-0.0500672173951141,-0.10022691314109426,0.06624521006333518,0.07324448458199284,0.0969612282670463,-0.036681111502750434,-0.008455564369658726,0.013678432825440451,-0.0854278694728075,-0.06217287207239034,0.0025513992091426643,-0.07412108919747362,0.08909814175094201,0.0009350004732970813,0.10897168388277217,-0.11615911347126992,0.0842603294759025,-0.033343568903458486,-0.02800670185187906,-0.019443276121666526,0.008664686047128275,-0.01815997655268994,-0.2382900281895793,-0.02611151991293592,0.06227568005693858,0.04289652835840965,-0.06381563753483635,-0.0668381271423247,0.013760241064780946
I think that paying attention to radical ideas is a waste of time.,0.04501043064800056,0.0011714597373441973,0.02669513697379853,-0.050890658273770276,0.03859169629528461,-0.09623788321370474,0.1558181728057623,0.05258089966752386,-0.10172858269598992,0.05060340145175743,0.027600566189756284,-0.08672136528848556,0.0032581924573333253,0.10568837700011853,-0.022256956677697167,0.237593409903855,-0.06180320984221066,-0.030707941730536332,0.016196340774593778,-0.04343948215171342,-0.01541615040424147,-0.08458369634321045,-0.04556633627313629,-0.10099837126182466,-0.08045761096800096,0.09390303326406645,0.05791781332317674,0.05885496956164399,0.02873505999693433,-0.04159774440130305,0.09986722629943419,-0.02494560072552905,0.08096073957068993,0.08836900060055326,0.004935403483719989
I try to give generously to those in need.,-0.011316194119559694,0.20234387019084177,-0.008228054562934718,-0.11737562640936271,-0.09258904464310458,-0.0037494798299446464,0.03249252531095947,-0.03821901738604088,0.05017182328217143,0.04281597371292879,0.03924123038582833,0.06642478045079232,-0.02747771094179685,0.05627213544367287,0.2101988269006887,-0.19283638330326688,0.0729802690295537,0.03166375437655962,0.051131660563535124,-0.1084313378910959,0.06191971923618719,-0.044454341797284504,-0.053024293871256005,-0.18499665054808292,-0.11359470880242031,-0.06003278159575274,-0.05096436322276712,-0.0199035536683645,0.053819628392850205,0.0648595888163949,0.029943194211966714,0.04469801362942828,0.07943496557595192,0.02781914746081964,0.07916847041793573
I want people to know that I am an important person of high status.,0.0708914054864196,0.0028448004976839355,-0.004511593895829722,-0.08578372882371292,0.2080189463937447,-0.058132901429095704,-0.0317917146866684,0.06335418146868602,0.022931470535231396,0.13013976002391253,0.02635329783151121,0.18488725956459398,0.08932324538129319,0.024287777424425335,0.09090597257031077,-0.028140859609650955,0.06481096363825979,-0.18376163415644614,-0.00945767735417077,0.05326351284574187,-0.0839741547258914,-0.03678927359135203,-0.04866683623179827,-0.10452930171777952,-0.049023885062212405,-0.12820475064986347,0.12430884893911122,0.18222189370356393,0.033613975172671624,-0.02922872911970962,-0.14712503350004152,0.052072829414231775,-0.02513627933086955,0.09026178371649861,-0.13952018491478876
I worry a lot less than most people do.,-0.1416330516941314,0.1525683937349337,0.06951910139509866,-0.1576682616946856,-0.1106166879653858,-0.015083558509654685,-0.065726053484061,0.0007926739521488101,-0.03980325680333544,0.15290764427539838,0.020612111394133402,0.2369136887366883,-0.08398486226663895,-0.13161417916510493,0.09068604919515838,0.13094121083698299,-0.043026289230939985,0.15876923473908097,-0.13389589878553862,-0.12303699805741493,-0.11225170355618862,-0.07962213738565604,-0.004566353324357006,-0.10032624310251746,0.08354411742426732,0.16488518547845255,-0.09122629132735464,0.10763447399721915,-0.15101489916504507,-0.04212722757094728,-0.09480937959473122,-0.12752321585121001,0.1299987174845317,-0.06799931170141646,0.07270630083459143
I would be quite bored by a visit to an art gallery.,0.1484646706415778,0.0031155666798293262,0.15101615769047091,0.16697748443833832,0.019703902838008026,0.08713179236866693,-0.12728256887645997,0.0593792429202085,0.07234730410823262,-0.049865778991645855,0.0007542554687667323,0.015374679553347814,0.04519909366314251,0.11315991406793789,-0.08147109579108641,0.04591580113066816,-0.16913874026837386,-0.08086318137410856,-0.03351880549733459,0.1072084653161025,-0.014316852333270909,-0.13503025806385152,-0.19335857488144587,-0.09481938858366355,-0.06531220333504639,0.012923854573423493,0.017334180536449,-0.0904459790966582,0.037515814114090336,-0.21151699179230313,0.005296313606962871,-0.10647194622094418,-0.05892754595508087,-0.10461490223056129,-0.12193613371510818
I would be tempted to buy stolen property if I were financially tight.,0.0815737311527076,0.007455517076386873,0.015068503796415203,-0.08170499708452611,0.026867990533784976,-0.09990949853989242,-0.03342476791508282,-0.0024357864287757147,0.14231808450246378,-0.014366773079544556,0.009283086729901222,-0.06813477568043028,-0.052391404257668896,-0.030004328327787468,0.10332061309821465,-0.02949575438220058,-0.008979977500798592,-0.09401251594347565,0.1075997736337011,0.0156100598472481,-0.10556737029980871,-0.009614623209627532,-0.026204453062933702,0.05326203677320498,0.12559718496494124,-0.05006583695263699,-0.056121578757014685,0.07959430976483968,-0.04212743835837873,-0.054168353462933604,0.16194576221337012,-0.15356967874651445,0.09869816555718083,0.070450665445294,-0.04580918242955901
I would be very bored by a book about the history of science and technology.,0.11782321357162986,-0.049249708729884926,0.1580577256646997,-0.05267099193389478,-0.015106538493266099,-0.11474079795625329,0.05480999787030609,0.04553390190486405,0.0027613521467368648,-0.037056224770418096,-0.019254059390482414,0.154076402433386,0.08546838823598733,0.043365052855002875,0.11053563314166233,-0.008829112083809936,0.06134997848659722,0.034319215311819785,-0.004872318539625672,0.017022925027017684,-0.03810384470607519,0.006164767056168246,-0.08189253113998504,-0.1308186154193132,-0.016903187879716727,0.10847450548083959,0.039715198077246223,0.2516567659598114,-0.07075314345911957,-0.13703659250068692,-0.007974558217594015,-0.017261742769773637,0.1895530635589733,-0.09346851489859671,-0.06405223226271994
"I would enjoy creating a work of art, such as a novel, a song, or a painting.",0.028008312363116655,0.1084699115288294,-0.07308216509022307,0.00920900829693106,0.10534368647591193,0.018018497912504733,0.0036216142793148633,-0.06360734819258507,0.03306274288669873,-0.09830710033936116,0.014583368728532086,-0.025317696997028176,0.03170609096995231,0.07648885515350155,0.07131207902628975,-0.07014800328478091,-0.03163598760229287,0.037047101950920674,0.04585618991395901,-0.1353876968226736,-0.10529328173004314,-0.006318664173731672,0.03940754730510689,-0.08660021269166111,0.15074101726826433,-0.07214345277893389,0.04917661143099504,0.021679794150796725,0.1206803269415139,-0.023778809768154913,-0.005646723933997673,0.09213059026458957,0.20941695580043648,-0.12727459615962278,0.18564749727293892
I would feel afraid if I had to travel in bad weather conditions.,0.08373076714664282,-0.013452065675637608,0.042597807694334806,-0.012554250117078227,-0.007095882993473182,0.0696785461433451,0.3492913265132353,0.07501646179958246,-0.025053023366320475,-0.005310726550488711,0.0917926818616907,-0.06217810131960289,-0.015976104475344286,0.029800718446626576,0.0295181494683048,0.010271856635242578,0.13216773147269592,0.04527325285947835,0.0658333635847353,-0.11710889606113294,-0.14813321745793182,-0.027676427310553784,0.08621516231169,0.16229618994616166,0.04135335560370989,0.038218029517683175,-0.08324509707493735,0.0789299833020621,0.1648825183034465,-0.09583211187289258,-0.14282304984573665,0.03565426462867401,-0.06978511082201644,-0.06484219602006791,-0.06628419857811936
I would get a lot of pleasure from owning expensive luxury goods.,0.12487580786580013,0.02439282159109876,-0.0039046495278976406,-0.08356901912160362,-0.009513758271268134,-0.1703747845412381,0.09147385543445408,0.061694222756187043,0.03873033017946659,-0.04496627356979576,-0.08780100832797548,-0.06040488872427524,-0.10192948039130958,-0.08756148727114127,0.10737635381663674,-0.13185231900125102,0.053215973544754686,-0.037981921077231445,0.05031138555835307,-0.12386933366525332,-0.15084161277812994,-0.06041091091110957,-0.07218151685396075,0.0650617227686409,0.1602450973192753,-0.12311474037370491,-0.09490456886389897,-0.17156918104159613,0.09110305592419994,0.07656362295768346,0.1342565483555652,-0.14282375239122858,-0.03438701792534805,-0.023534877622289986,0.12417902185898007
I would like a job that requires following a routine rather than being creative.,-0.03420002668589199,-0.006259128114728351,0.06622877793003838,-0.04431437658899336,0.3034746135983668,-0.05426068622966161,0.13607081752793218,-0.052461774376485866,-0.07672011498138433,-0.06222790250692392,0.07899830840142805,-0.10377054447732682,0.15093317875616596,-0.010783176669557262,0.1732502231922454,0.1028351105318096,-0.12215646952866958,0.15964112274861225,-0.03472042490763813,-0.1197218568575447,0.16038533264532123,-0.16761467296656968,-0.13213885555223537,0.11474220799684623,-0.07017009019887828,0.023197409127481177,-0.045661562134906325,-0.10965028277258665,-0.03657413618497377,0.07453332875058843,0.06431754698610516,0.046698846435352846,-0.25000410573433823,0.048419617408934794,-0.07683104832488782
I would like to be seen driving around in a very expensive car.,0.12053371672891675,0.04972152537295075,0.02208874353029356,-0.09800974131797818,-0.033821346204648654,-0.2259408704438726,0.14456250530659603,0.10838269418862728,0.010476670735795866,-0.00664713957210592,0.00833083759422238,-0.13004369912753377,0.019292739587318135,0.0044962109826757225,0.06829532739580638,0.020584984177902298,0.09964402798020397,-0.03475694064470533,0.0797631734271816,0.02859651187457181,-0.003742380791579275,0.06637101956270464,-0.090286627432808,0.008214727998775909,-0.057119899477474756,0.031767013586258996,0.039581856223007694,-0.05469383163583798,0.05134188980601655,0.08778102171528779,-0.06675817859386202,0.12325625365411798,0.044545584514965327,-0.08998478889172964,0.050494680843792716
"I would like to live in a very expensive, high-class neighborhood.",0.09557330797127876,0.17699783815762885,0.008122739347792868,-0.1335374463436985,-0.08593001747053033,-0.04825525736147501,0.13517859453359138,0.041464328217654736,-0.004391100876144836,-0.16442625383165171,-0.030942390965710557,-0.22296142515346495,-0.041957741356060355,-0.040732769820102495,-0.0006248115926661472,0.23666562150567233,0.02202823332284215,-0.07451867902234328,-0.195982813606012,0.0826428068486032,0.0010775334784237642,-0.13411037248907307,-0.09124683283897952,0.13706518764270048,0.06609570919426641,-0.06941455643223815,-0.17813656599704333,-0.025322332199271737,0.04256875862899824,-0.1971121287344204,-0.13202038751761933,0.35450476239692047,0.08552001082043316,0.07679681261018144,0.10228673982105978
"I would never accept a bribe, even if it were very large.",-0.054348560956358656,0.17448535118793135,-0.0017450818605244311,-0.11533031165435591,0.02319244192800619,0.19899506242674342,0.10290024260439953,0.002078335927180053,-0.07692613743362539,-0.058159182825192404,-0.185064825134151,-0.03442837712154458,0.10248720512269291,-0.04525246830655697,-0.09787458902469902,-0.06683815875794606,-0.03477579711725657,-0.08178264570717535,0.055877788503779925,-0.11841488845704679,-0.05111401886478616,-0.1795291799488442,-0.032760957356590764,-0.02567850634005217,-0.008274612594149064,-0.09368036313378116,-0.02440116563212867,0.02160761263941687,0.11602712369506175,-0.06688430990090373,0.08015213872659556,-0.036395760327204874,0.012385780467148902,0.2689194086785297,0.12511525801749884
I wouldn't pretend to like someone just to get that person to do favors for me.,-0.05269226015721858,0.13814510517699355,-0.06825827921419172,0.13774080358874033,-0.024520861935895238,0.03609913804648522,-0.028009241661845496,0.00478101766210583,-0.16315751987353042,-0.10081522110357083,0.01681542819643982,0.05327606328307839,0.11552892121153313,0.066519048762482,-0.15509141491591782,-0.007931248874654859,-0.07787673398188458,-0.0025768634287496157,-0.1621224176458318,-0.1332199684356642,0.10341004878905863,-0.18967349667714173,-0.12878120199109874,0.07637827463369634,0.04794880707812792,-0.1874834711236212,-0.02001230869882422,0.11814363457724765,0.15005206360259318,-0.0003107674548196923,0.09004088998190235,-0.16501532736482513,0.043425587020669044,-0.17409876159622498,0.05120168164866439
I wouldn't spend my time reading a book of poetry.,0.11647121308495512,0.028194431993129175,0.16198903753127702,-0.11848866778883199,-0.08253359096742478,0.10983510675524874,-0.03711854873171933,0.0482037940407775,0.014468262073129725,0.1555473401871929,-0.116906129931045,0.24145574693516939,-0.030406206695598792,0.07781698236483717,0.03299451850130865,0.015533229679539991,-0.006796537869513128,0.077930420076601,0.14137382588433495,0.17500931498154845,-0.10475810223407271,0.1656523869615441,-0.0007138530867215744,0.022744308139439014,-0.00907647276187014,0.013792704743794687,0.06281495419478102,-0.13040144718838545,0.25566036651775675,-0.08719555716706506,-0.009745747359371643,-0.001265936974194839,-0.20545972209553698,0.005109999383508634,0.045900039548329434
"I wouldn't use flattery to get a raise or promotion at work, even if I thought it would succeed.",-0.14618953359737458,0.16733452599650195,0.1157021957254605,0.06721152962722286,-0.1137457794295475,0.11460361442224637,0.2356743454941818,0.06284456177719125,0.0613020041837849,-0.17343983138783733,-0.13234552478625383,-0.012948265110762958,0.04123218458970268,0.21199685098536808,-0.23101827547866033,-0.09422766433036879,-0.03877275333241695,0.12370116887551863,0.043036171457563034,0.061982027432150706,0.10506345235298936,0.10795870043914614,0.07711485842694575,-0.12969128306619748,0.22887689494506866,0.10802626686476614,0.0881140814525463,0.056348545678453675,-0.05576140892739559,0.02205209590683107,-0.1787315443709582,-0.14806387107617075,0.017506927990716785,-0.07325858065870287,-0.06375411255212506
I wouldn’t want people to treat me as though I were superior to them.,-0.06979425611433945,0.1476732787070598,-0.07158899026440474,-0.06358565786970374,-0.06302844048390946,0.07784209806374631,-0.044867118500894095,0.06219146844304708,-0.021075972103422474,-0.05043621670016368,0.18699613235659748,-0.05534889620973397,-0.011333802174872768,-0.06290166506561776,-0.1073126923373982,-0.08459694928379403,-0.05280595171052335,-0.022270380887165667,0.11150882922306447,0.049030643715961574,0.0854941869959575,0.03560397210881101,-0.11956933134957415,0.11619479096612179,0.13036935176173806,0.15040654881884527,-0.10934000858133246,-0.027717752904849263,-0.20433259734877388,-0.10898475448341707,-0.12499370736319555,0.13004245892611413,0.021580662838032765,-0.14284261437237875,0.0905744965802214
I'm interested in learning about the history and politics of other countries.,0.020064992048863917,0.09813495822967774,-0.08065417731931002,0.1065283299208996,-0.02557248404507198,0.05293276088505655,-0.048969540589698504,-0.027731179099218524,0.04769208544585453,-0.08192527378645047,0.0722072143594207,-0.04547567222997656,0.07044559002933688,-0.029652094249566115,-0.08157001473279203,-0.1366525278738098,0.08129123502839057,-0.06254608152345022,-0.014748438141147934,-0.09716364903401913,-0.07939429074467444,-0.025879223651878867,0.14469737900990473,0.051587970328568544,-0.16340047145698702,-0.18577756365115697,0.0014020298486629179,-0.1635198602220412,-0.1912833006933243,0.10099888879766719,-0.12687338324103398,-0.007862348214720496,0.036380944100686693,-0.035174696633849076,-0.0016228606526165455
"If I had the opportunity, I would like to attend a classical music concert.",0.03635874149496423,0.15279085935438969,-0.1669525865966891,-0.21762895161130574,-0.0841430061840771,0.0462709218066412,0.10572388774703508,0.008425561473633629,-0.020202836562803566,0.09952695370285562,0.04814085485190479,0.04762365309618571,0.059806827964912226,-0.01772053101424231,-0.13346947330994635,0.03956206619635605,-0.0023164590369949816,-0.12005889776872695,-0.00734686995537515,0.08897968979577314,-0.12066244041611406,0.024613276340676088,-0.07979285037369754,0.047727085530944235,0.0917923310353568,0.23299543541071488,0.057851688276509834,0.08138412209110704,-0.09030894400640001,-0.07932899828582987,0.1156616340128149,0.07244120535469172,-0.06983896756526155,-0.014772868699441985,-0.029215491155839757
"If I knew that I could never get caught, I would be willing to steal a million dollars.",0.10873795533704535,0.02457028489936072,0.0370884011185229,-0.1423435873196571,-0.0326912243784559,-0.04306282293631237,-0.11613341503844701,-0.09281987468806288,0.12644265864897714,-0.036632648206833686,0.055381413682374286,-0.07348000550588021,-0.034239847233968376,-0.07600492301048949,-0.10895932723884535,-0.051743266247888865,-0.024970608361287207,-0.0943718114259575,0.09283782736243479,-0.04539657506043635,-0.0484632428615375,0.0019869690405155535,-0.015357273474847947,0.11528449918666445,0.03273637281553913,-0.026640974315129788,0.061586985045095945,-0.10104061170273605,0.08053715264813449,-0.0806997896327971,0.15121741202257932,-0.08847289045837627,-0.03814540876899578,0.14749792252355187,0.0580596437282694
"If I want something from a person I dislike, I will act very nicely toward that person in order to get it.",0.059402464317148795,0.09605782402591402,0.19399181345447072,0.08098053663337931,0.10960658107202524,-0.09263232282122395,0.11479858840699461,-0.1710514246479661,0.030055379832035635,0.21545403737631053,-0.17783970634262883,-0.09879530588168942,-0.134825662823614,-0.033187202157470924,-0.11178020291651469,0.045868587489901885,0.007709143981192575,-0.15112671166242445,-0.0220609187810675,-0.11373647120924517,-0.051059151143530324,-0.05662176882149153,-0.04637494710867627,3.9201456750100056e-05,0.12976281186491537,-0.04995168538634647,-0.0008342843931502778,-0.16566617314136856,0.06277753713673129,-0.08714907360819467,-0.19310617527603927,0.004345996152069865,-0.03286693937832325,-0.14353463885374101,-0.1414311016155868
"If I want something from someone, I will laugh at that person's worst jokes.",0.04127309665675037,0.07826582720146967,0.08549596912798493,0.08603129043013558,0.0264336344632958,-0.25970897896189044,-0.11133571496123003,-0.23244146795266502,0.005226018414304498,-0.012673202535317308,-0.07847109282997179,-0.1083623559661094,-0.09322537116719884,-0.06287648165442258,-0.011039356021463869,0.18562136623870126,0.011458614276383294,0.015103953122618023,0.11794983490871215,0.07433960608353365,-0.22163777249540867,-0.09857234528871195,-0.19109063621327618,-0.012350598639642184,0.023435061012040796,-0.04245943601848714,0.1812035257899915,0.12609272984019357,-0.05808867761653415,0.0004558992617224276,-0.16026830555950272,0.09210228346522797,-0.0040006796158052055,-0.04930990049813364,-0.0499280907079094
"If someone has cheated me once, I will always feel suspicious of that person.",0.1468227961156239,0.0463239805209274,0.027520915470654737,0.041073037052689075,0.025045783079624028,0.16281972040596096,0.007838667723894254,-0.03196302523123577,0.20010993989340087,0.023188650201502296,-0.007866358183708464,0.03833940791670914,0.021693552013100696,-0.02930671901299023,-0.012375622482842309,-0.03841342647331208,0.1026912064777429,-0.1191466011245267,-0.16921999129097706,0.03615327146219065,-0.055665062705905315,-0.00936080485205479,-0.014990194753711267,0.13478445140286563,0.0012435686739352637,0.026138412430812163,-0.12015130473413942,0.09556128346577744,0.06065004441701059,0.016270031947871376,0.08354985695153191,-0.006546455486875209,0.009554230012224994,-0.12122479760244864,0.13645834084652642
"In social situations, I'm usually the one who makes the first move.",0.15879406301713617,0.019095282849358818,0.059648487141753324,-0.005167256873817649,0.027614467692724833,0.07145221829705194,0.09382520283076669,-0.14405070051157168,0.09344641886727563,-0.08937628433200037,-0.1324545413762392,0.03945412161737163,0.029631867809023583,0.11505387296153595,-0.08362905226841473,-0.11041371050280438,-0.2589054024975647,0.042841342134292894,0.07408302395528565,-0.045667268819456854,-0.10443036471593257,-0.031951542801640656,0.0182174401525972,-0.2414817825792408,0.11414827296374741,-0.057693931681555774,0.025244585771792068,-0.025829145230009506,-0.15858422506302763,-0.13453437550507164,0.02663445633290561,-0.00846519073310955,0.03271634085716278,0.16288934619817222,-0.005468736669348629
It wouldn’t bother me to harm someone I didn’t like.,0.048244593181727295,-0.0024509981771579387,0.04616014565949754,0.03413166121884098,0.016114551089904488,-0.12183240595321489,-0.07820842917370685,0.031709238324117595,0.05881894000783207,0.06606296557390068,0.020541463379705575,-0.04908333151290342,-0.024642833794021768,0.14144537050041953,0.09106232648497077,-0.06856220270478983,0.022318765702835034,-0.04981009500953522,0.0438478251029573,0.033478975119756,-0.09744520196574608,0.04423365713013449,0.025614476670285092,0.04806540692599058,0.06408178343747573,0.03130513305888739,-0.028422683281902582,0.07525687294270288,-0.08575120347894162,0.05658979894634781,0.13503143865231812,-0.06657359525350555,0.03567741982027203,0.00043126751773202787,-0.12997361204522023
"I’d be tempted to use counterfeit money, if I were sure I could get away with it.",0.06542676491776434,-0.003646615607733076,0.028223111857408566,-0.1099074543988098,-0.007769169114622182,-0.15913149835377333,0.07331832687620227,0.020930737188691508,0.026703362771998248,-0.010771575589251195,0.05864582335311648,-0.08470574714948845,-0.005489589228335027,-0.12697804140703597,0.0357496589675113,0.0595630696650064,0.042051128239072,0.06520999349400088,0.07330818489423425,0.03396211348289158,0.18613827762976834,0.02969858729754026,0.08250223720358787,-0.012647317163192444,-0.129108865240536,-0.12443324607595178,0.1317894589666322,0.04749874696314775,0.01255653154683083,-0.021850775748185246,-0.07238868958455177,-0.030089805167592024,0.020162752785337183,0.04358383539910239,0.00961715666696384
I’ve never really enjoyed looking through an encyclopedia.,0.11428975939565043,0.1455060014834365,0.3030804180228257,0.09429100793390705,-0.07704216803602149,0.048860794504323984,-0.0018240541019458776,-0.030132203303745973,-0.2180305424756569,0.21920928806690004,0.006663767399193636,-0.04131610673487524,0.041248065909439274,-0.08611230488162558,-0.07932577724340854,-0.060616663575031246,-0.13918893656714018,0.059174028432206004,0.15254062851716463,0.09927201304142921,0.13511896582925537,-0.18968682337855142,0.06391644630119497,0.06434458410793491,-0.06766797692562554,0.04929825156699691,0.16320763119553583,-0.17083178200454543,0.08021329653713226,-0.09656468656077033,0.034531863958487966,-0.03969837967242563,0.006492973413531253,-0.14695430471877155,0.14624338993367983
Most people are more upbeat and dynamic than I generally am.,-0.06207256768868301,0.11137688355529063,0.08994715499735688,0.12116535328861802,-0.2600322086295515,0.010833628439312439,-0.1398660114964493,0.0875409986950156,0.023467362326110523,0.03979121744896798,-0.04011338416475298,-0.013111499412124892,0.017629172986340196,-0.009757131158938415,0.1052938467346535,0.22591766415646058,0.1431698661636272,0.21881432830152084,0.05572782262380656,0.0013491374961460622,0.026439195657487848,0.07298991443819887,-0.19097497781097708,-0.12000905134202512,0.05519023308799073,0.09175129910783252,0.02377321743168852,-0.11765255627190989,0.03996118253679333,0.1038791964829748,-0.001446264340940248,0.07988924970721442,0.058218532053191115,0.07195788655706849,0.040857791005831826
