,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
Do you often feel 'fed-up'?,0.0741748650263615,-0.14293938190435987,-0.026450330441237544,-0.007486497340516167,-0.10245574647399329,-0.08436842441751125,-0.009496964454702715,-0.23432200283613253,0.07524881292005708,0.015249000839327878,0.04247204023359874,-0.11109037340336474,0.13893379598307734,0.12874876704760263,0.17097048982138097,-0.10497444311709651,0.20910420143753136,-0.19596439085514417,-0.03497536956920342,-0.019744358941610952,0.15464299996817163,0.11456119607554323,-0.026629837568516654,0.17856087291694783,0.022867999403114205,-0.07123543252576547,0.16049264039658484,-0.2139105998572557,-0.006860424338040302,0.04922124031802333
Do you often feel life is very dull?,0.08161415697465073,-0.20443488364196136,0.11568150007657198,0.007485979029904523,-0.10991159094064752,-0.005422782212876639,0.00877511444808371,0.06868536400074132,0.05782257294877619,-0.06645635104720915,0.027021702100779567,0.09354811850288498,-0.08283408027975446,-0.072762103196295,0.004147169069349707,-0.09742512366003674,-0.06327330248172637,0.09315630626783737,-0.02900139137712457,0.11464301888355306,-0.10409235187833278,0.09843116305305219,0.05180391157376508,-0.0162300081536887,-0.03726808209116638,0.20186399251785023,-0.03610875247293143,0.07100851252648903,-0.0010957171326816562,0.16200203820717565
Do you often feel lonely?,0.04461122418820328,-0.13671451625580278,0.10741153286912113,-0.06990299421609891,-0.18936869146930696,-0.013550854663295028,0.07857005394694737,0.08660728387348673,-0.21530947627650904,-0.18359289627737274,-0.03956274420969653,0.037248372357357964,-0.0230395468540063,-0.027389974764679404,0.010008429987953775,-0.049778377096822014,0.01891079455954012,-0.06443230326934433,0.03586997714593385,-0.053670501341787746,0.11965557030650624,0.11124266119889767,-0.0012761849953898427,0.038513369736647145,-0.055466037538223406,0.007027758843617155,0.12243975590911658,-0.0714661605833634,-0.014164495087835127,-0.040842990862248824
Do you often make decisions on the spur of the moment?,0.0928504052215911,-0.09601195243966466,-0.10007696428445144,0.0321151087896623,-0.1896682171919076,0.06141600555645575,0.3070522721510608,-0.09010304556354397,-0.03955733303320846,0.047538359803578414,-0.04936311051930038,0.04323673997357059,0.16486914551281004,-0.08861728956628684,0.007081659545467476,-0.04440662782545701,-0.03192310910169282,-0.09793812446488512,0.04815599951070049,-0.13985564952473753,-0.11776960681950586,-0.09482377102249398,-0.04357576483245718,0.07182673300326362,0.12645111699980344,0.17048360835103624,-0.19102877683844938,0.020813332244479076,0.06672805746435682,0.14249184798029443
Do you often take on more activities than you have time for?,0.1571233111813371,0.025550068386462576,-0.12602027711408917,0.04187794346372809,0.04468934399239668,0.11191062134022553,0.06740205321702022,-0.18323021239561715,0.10821439298396135,0.018745120538915985,0.05797863404519315,0.16242260944152107,-0.1459301571410334,-0.06726160680889104,0.04482437339516479,-0.002159967704141524,-0.02979657223797618,0.0610395555698814,0.08780495373127686,-0.0032919532463558062,0.05869075003833415,0.24982479846314054,-0.14646575989540256,0.047326913961836796,0.11794073469520676,0.15419482672910306,-0.02601841345150943,0.09141609652752994,-0.0983757424711716,0.06644399703259057
Do you often worry about things you should not have done or said?,0.16544937688126926,-0.07185651291574076,-0.07043016661266345,-0.06693109109045385,0.07928961172245165,-0.04441506287712437,-0.05347910895458769,0.021681643344982317,-0.02633270705582212,0.07306737736172952,0.15821715439385936,-0.20736799357884095,0.008607654072838759,-0.16738854713039225,-0.12295669034251912,0.09422016748828313,-0.10548723777067974,-0.1113851333980062,0.049556029160206974,-0.046040269180439276,0.04231708671084968,-0.1950446634332984,-0.09172456789475927,-0.03139472987173777,-0.041017554957522843,0.056562509912964014,0.06294439737407684,-0.004613743538632668,0.10786883753730055,-0.19506593062652366
Do you prefer reading to meeting people?,0.021777549090878968,-0.02189287450850881,-0.0344046108436382,-0.2792396600214343,0.1543301092843902,0.248547361104187,0.08357019369428488,0.13876926454799038,0.006618470923679298,0.17228601151590936,-0.2388076153718112,-0.08932173020866437,0.07557457337552796,-0.08025744601372066,-0.20627861400865705,0.008795404233796716,0.10152248616806993,0.0004972432160062905,-0.0041438133324691,0.07193193049474256,-0.04944133201498992,0.08517519554849821,-0.015139303896009605,-0.11822179903954647,-0.037660177027880125,0.13540585625946475,-0.015451209816297056,-0.13827204950995578,-0.11733128413197297,-0.0348845481046689
Do you prefer to go your own way rather than act by the rules?,0.15134745685022377,-0.07399359536428335,-0.13208510393960063,0.09541585945552757,0.06085532830052058,-0.039517493395133725,-0.1960081502284984,0.04554855761455109,-0.1267039303970871,-0.03224976431568215,-0.025659314904284452,0.06074806616994868,0.10673444326703677,0.14991866461725856,-0.06551564982485936,0.18799119000638534,-0.0814632689536972,0.06680440508017149,-0.1477904479088856,-0.016426383808591304,0.11281705620871998,0.018156111251188628,0.011007268453916221,0.09543538035497218,0.10525408595022513,0.23950285906957622,-0.1667404104556025,-0.03121615518846181,0.18780731009953683,-0.01384856276328531
Do you sometimes boast a little?,0.16077353707648304,0.07068824213411765,-0.04111418606746468,-0.06958757848482718,0.06329524026411962,-0.23111010750947786,-0.022753731073071038,0.033153992267360786,0.0656336841140399,-0.12403472823592937,0.012818383131564897,0.11126468019223203,-0.08697478128201619,-0.09758469412848142,0.09405562769477518,0.09399005328509144,0.04859585819586206,0.056116302762181276,0.005143603085412892,0.0037999343357553545,0.03708256529668147,-0.0727684803526346,0.08799938185171213,0.11147322489123072,0.31665911694891385,0.0789951052144635,-0.10102555129462759,-0.08887238145158703,-0.04590859041551917,0.00802056326007554
Do you sometimes put off until tomorrow what you ought to do today?,0.13275558855309535,0.12501174716447783,-0.08413212858939237,0.009582320922242432,-0.059031347035998265,0.10550473725433919,-0.11199463196314803,0.07266030894009255,-0.013530912733229851,-0.11067700152107125,-0.11511595449674222,0.09585518706851726,-0.07583933300971621,-0.09717524071512625,0.16422495427357012,-0.14244487069852113,0.054584194136788625,-0.01615840079944635,0.17145496939105778,-0.0890824617181503,-0.08376733776789345,0.15066354298329868,0.27322655935616685,-0.062288367442669114,0.07402521176318666,-0.084263192594299,0.16536590497450362,-0.14768436661057746,-0.1127795228788416,0.07161205626655555
Do you sometimes talk about things you know nothing about?,0.038364882113538196,0.13635889670622808,0.2478304145754027,-0.11541869999067911,0.20781916082812343,0.011139869842053719,0.03883675582320984,-0.13706696466399437,0.06327684838153737,-0.003834041365877497,0.02562991309573055,0.04294928247581979,-0.023672000967605782,0.12841971999236257,0.0765667314732229,0.1593269092918307,0.07878428042342707,-0.07537401054629551,0.25835454987024775,-0.16955378138257315,-0.10275027071523805,0.13268258475660005,-0.1293024856704574,-0.04301785829921342,-0.19151842005369507,0.03434762330116056,-0.07251907905667995,-0.18075895677391482,0.08571455110182033,0.1883003713035948
Do you stop to think things over before doing anything?,-0.0012836761467229384,0.01905655380574628,0.005108048279343455,0.050640374577530886,0.16019608971351673,-0.005162322049920726,0.09279676575952903,-0.006216139163851607,0.06657233827098835,0.008661800724607231,-0.2297890350969695,0.15608903679963185,0.09074020170971592,-0.1425585255956232,-0.09432015612129638,0.03518733754112541,-0.22662833818377254,0.11808198697218483,-0.04687376718190051,-0.017693886920789506,-0.06934884523132558,-0.032476299913318595,0.014737829122213575,0.0394506787851588,-0.0916668184679682,-0.06372484055048794,-0.14683789206976766,0.05661981972672697,-0.021327050043068826,-0.04075418359160471
Do you suffer from 'nerves'?,0.10878402109107498,-0.1520565181439509,0.06398633821768433,0.08181791072877055,-0.04282947443248358,-0.01075391474630494,0.08151647027517354,-0.0705164753922239,0.10119882943888982,0.010177734093297407,-0.00032131410024089735,0.1212254108418631,-0.009142981986814715,-0.0981364459865719,0.1227722270352151,-0.01256280422742455,-0.10980909760294369,0.22113724534627943,-0.00934455877106068,-0.03872793637468674,0.001530542578927881,0.0682994575045322,-0.11077106025616609,-0.04056519882039049,-0.3038284643602807,-0.04699539027715019,0.023791559433759456,-0.1942666095618988,0.16436423681000348,0.13348637734142613
Do you suffer from sleeplessness?,0.02812877441817959,-0.07434019544803071,0.12528867013500428,-0.02683986327202378,-0.032626486548018425,0.06330651108394185,0.14029154304296282,0.06041323272562426,0.03750299289751308,-0.0049952737289113225,-0.025767978283223185,0.06283899825305014,0.05445664510946077,0.051055224996892475,-0.011020728538646425,0.033791988662749184,-0.004924875809100889,-0.0013794323181171191,-0.0296647493769916,-0.041381609989923095,0.10508039869289287,-0.018624825813901937,-0.008433946187415912,-0.007192534734825684,-0.0653909357497446,0.04481478194772376,0.10392529553137246,0.04059454101497988,0.0289788367430513,0.020706566609303326
Do you take much notice of what people think?,0.05599629292455366,0.05674008804908643,-0.12886315944607282,-0.134801168676606,0.1554828088091133,-0.15235689599731178,0.061164949794493766,0.0713289271992923,-0.08318588234759576,0.1006635169080241,0.1396429725543502,0.3398034518839542,0.1460613490443038,0.2613600010365467,-0.030085192607064482,-0.1065428832133057,0.05916073718348772,-0.06815995628271103,-0.026743589109936884,0.0859300258724637,-0.09524607271493535,0.24016892646537982,-0.18792667257229276,-0.11251670237104634,-0.05335952638478729,0.07216216319906374,0.044197236506136446,-0.07131982565276943,-0.17713817383186933,-0.20733028920078458
Do you tend to keep in the background on social occasions?,0.07592322958332415,-0.05645802502283472,-0.11742151125108363,-0.24108197004966753,0.03537765645392094,-0.10444983036393177,-0.0411092594953841,0.27273140908431603,-0.05650282880125343,-0.12260074977801469,0.09300855824685948,0.15196543998593565,-0.058811208266175,0.16932046019877056,-0.09049497459649646,-0.15431702940687178,-0.030758126293467185,-0.06009765217975434,-0.11713300973299741,0.004853193995964191,-0.15942736533976712,-0.06323883751875013,0.09456374884470686,0.021381387705574958,-0.144543087765018,-0.24190671236085728,-0.07712933808937789,0.09421354090257439,-0.007872682694795522,0.26768262713285185
Do you think marriage is old-fashioned and should be done away with?,0.02648051297551452,-0.041693513780796616,0.06917561055532,-0.011253740023695023,0.11010086236921639,-0.007683071473947631,-0.10814664945784738,-0.03297740342206234,-0.07215631169855119,-0.0962699239787345,0.009403408473234022,-0.040449748813180086,0.05429797039026169,-0.12569725446652,0.0858735848947677,-0.11125149072952772,-0.07341278580274069,-0.05113543619239453,0.00024359024858184328,-0.03968790548080253,0.05227862435364651,0.036631866085940316,-0.018077098488428013,-0.03445888829228718,0.029561993063643682,-0.024300848285697785,-0.09117885120711042,-0.037926794695165786,-0.05521371830549871,-0.12411617220718087
Do you think people spend too much time safeguarding their future with savings and insurance?,0.0784649494280392,-0.04237859491947917,0.07151666560758001,-0.11488988422249706,0.20105685742001494,0.2716753571007864,-0.027579963893751436,-0.059300776945098395,-0.07634255656364936,-0.04968378417856252,0.06700080523799856,-0.07288079052871063,-0.2102523957357292,-0.010211513281096252,-0.06526129763819734,-0.15960142190322668,-0.027074321755925255,0.07005861437137105,0.01808623724564122,-0.017542056915815053,-0.20873678082992358,-0.062038871568558945,0.06881555335434637,0.12470074780985395,0.0671889478597967,-0.051704101349557136,-0.07211602357518483,-0.10686703089455972,0.08972190593294577,0.011229928963965987
Do you try not to be rude to people?,0.015896108530959897,0.017700145501059788,0.04539773569785328,-0.000717808426080534,-0.0018172603400537968,0.011178588420268991,-0.0626492880544315,-0.02527597217825427,-0.02968116688909306,-0.021297058156023497,-0.024902414085316026,0.10497403344322595,-0.03147459639198693,0.08784696432258293,0.07259969373187564,0.05984306065008136,0.06973874091731916,0.033882947864969766,-0.10859087762925697,0.057349657898658514,-0.0530126975990505,0.0490915913355066,-0.01428308471082711,0.050243314044422234,0.020497555858711245,-0.14366083143232586,0.05904017394324743,0.018966798147590086,-0.1280988929216813,0.048615167278903575
Do you usually take the initiative in making new friends?,0.11583281853222017,0.00841697141295486,0.14046925393058463,0.2485723964247939,0.08938960217887784,-0.12167062038990983,-0.12417003985937805,-0.0032610178873970553,-0.15136416313094025,0.16333921375957894,-0.007607903320459736,-0.11371019732573512,0.057829172350393934,-0.00737831930662158,-0.07712610341897107,0.07046909328601475,0.13783083752960468,-0.0414449721502471,-0.05803652355121725,-0.10642213503731594,-0.14749557690829884,0.07237598977830967,0.2415144532577836,-0.19878878061918165,0.004453450005426208,0.08237555837086492,0.1490416577479124,0.03422876405300367,0.0747915059521753,-0.02250777573563911
Do you worry a lot about your looks?,0.10085643756504198,-0.1605826098008052,-0.03839023627197584,-0.07029605366386765,0.0008390914299399162,-0.058307304022009676,-0.008911942090773815,-0.11010215333754869,0.09641340174114177,0.04999034685462593,0.012011237386482517,0.0023889818778455147,0.0972350150755917,0.05111388586858463,0.02647849933555925,-0.1515483181050504,0.06440243967027605,0.10605624493582055,-0.07312901468309083,0.22846943991787658,0.011414293329557785,0.06116030856337756,0.18186751891885633,0.12669568732585032,0.03563483495878859,0.12200221538253087,-0.05313990177624106,0.02783342645218149,-0.13112344018967834,-0.18818481998103365
Do you worry about awful things that might happen?,0.16972790665178933,0.012654429256364045,-0.061068267720480844,-0.02826507674220569,0.05205446826764045,0.004726452410454716,0.2062167474225653,-0.12964531416502972,-0.11708118977012806,-0.04756306172267436,-0.002250446423236029,0.12577650196303874,-0.04421370750727893,0.02291141145273375,-0.023475623716232484,0.11630880824426844,0.06942582308723623,0.0649171520861093,-0.0778235434764487,-0.16705786651816545,0.051846325217697976,-0.09900191635474054,0.2038525530680663,-0.08479565958586271,-0.1728352947802111,0.14956558793701208,0.06018198101186783,0.04040616411754818,-0.1057396717059082,0.003714110393916231
Do you worry about your health?,0.16105010787618457,-0.08926098801908687,0.01961379717102544,-0.08801791877851277,0.14034438330054294,0.14683361431468012,0.0584483627398559,-0.07018211442253795,-0.010594304713321644,0.0042026368962781785,0.07751084169498695,-0.006411254045713317,0.06400289369353877,-0.0894476037457791,-0.014505431830297264,0.04081742057949399,0.01860830120591979,-0.19047428966222224,-0.14768970245797758,0.03096905110393996,0.05612747742635212,-0.10263722574592998,0.03921483469153495,0.06856133506258291,0.021082480056507886,-0.10901864780175538,-0.0034919908899919048,0.0036916998886378605,0.04258519998934419,0.1305371207275182
Do you worry too long after an embarrassing experience?,0.19054376675216045,0.007996009278135756,-0.011780424797298059,0.016394295418843793,0.04750120088612872,-0.11175685362785377,-0.04015957128046842,-0.11418380306543545,-0.09208507453642133,-0.07689882692675024,-0.03140247475222704,-0.12062559657471679,-0.06635343984721721,0.037730909831941946,-0.08291961336457372,0.0022942191599827737,-0.005234936381165404,0.09674604447448955,0.03306638569951163,-0.06297022155164443,-0.19745890998741003,-0.09135047526716875,0.1524149500220712,-0.01961602652603578,0.0035496937416150533,0.12757335353369825,0.14464238154399692,0.08821949155254628,-0.1981113642870358,0.11470117035558679
Does it worry you if you know there are mistakes in your work?,0.1034443887420466,0.22989076195245842,0.0610833887114931,-0.07984869457145653,-0.08790803925527718,0.04244518966452342,0.07012847584979474,0.14174067369014856,-0.05605385155882829,-0.06215316768530799,-0.0036654837584071008,-0.01928496782834694,0.09397250749093779,0.050400925964281584,0.03091879707172406,0.1833676384683566,-0.005897056119715851,0.020057880604458334,-0.1852636932083608,0.09366771046027593,-0.03746246209055095,0.08378341709438217,0.09402281002823346,0.11764217016651286,0.041760128111185964,-0.015213768533783109,-0.049367655366407526,-0.131791837611541,0.23558292779714007,-0.05304634563083439
Does your mood often go up and down?,0.1364557738777802,-0.015806899083519968,-0.030923448300340897,0.08617901124417053,-0.09388959448347897,0.2634791406072007,-0.026032693615436572,-0.03785983423183992,0.0449043190043178,0.11970302334434484,-0.0781991336740996,-0.05790517846921617,0.2687500356827654,0.16216320264529951,0.1618719708389519,-0.04859464556538844,-0.0210782116150339,0.1526598247088781,0.029674372157656618,-0.12499084082951213,-0.0455483574453898,-0.12914059831006505,-0.045302643485571836,-0.05125991241534947,0.046871014195109,-0.04658502610995397,0.11711533904047586,-0.04887595024630509,-0.1089739274009663,-0.045835187501729914
Have people said that you sometimes act too rashly?,0.10317405558138225,-0.16270244084923485,-0.1812500578998322,-0.12359554511899629,0.11423434394578572,-0.05540589268268174,0.10684039394019938,-0.09293058006571005,0.18752124195237418,0.01670330854972485,0.00788253519653151,-0.06720227137488265,0.10062795026330891,-0.04997508543775069,-0.06386107033561866,0.09178080459792654,-0.005093664579370531,-0.15824153122617526,0.15001026220287708,0.15183275857409653,-0.20814509084038665,0.007066110546618768,0.029291607167988315,-0.09833196221597604,0.07637630217725008,-0.017430904661898484,-0.061117587156763326,-0.23532085395299393,0.007394252208950349,0.22232832004308145
Have you ever been late for an appointment or work?,0.12420684617931327,0.15576363117874992,0.17290548436833053,-0.07726490461244563,-0.09212374516532029,0.020076682514663383,0.010853145988125316,0.005457817329648137,-0.01762506756907696,-0.026226692883334256,0.07225220788954598,-0.046121925953288796,0.200196068284888,-0.12637782118969795,0.20442554296146473,0.07875402167901717,0.04763249803559751,0.04374439627124757,0.1697491185574029,0.07673550961305081,-0.18185373216356485,0.1131457328178578,0.08995161336468749,0.18201878961044252,-0.04808067894479998,-0.01176811201684496,-0.09097468363743454,0.1987564200534949,0.03263742594646201,-0.11550509036831438
Have you ever blamed someone for doing something you knew was really your fault?,0.14621305473551544,0.004775472664356722,-0.02778199936151274,0.00589855942758243,0.0010493059115826463,-0.060005992051013375,-0.23028912335345553,0.09671271746473069,-0.013042597332357964,0.07666758120051298,-0.23606113520524805,0.14597253626375417,0.020461452734097718,-0.14165159190735613,-0.19144354984218648,-0.17623483578561244,-0.07768140366274484,-0.02288902515539422,-0.0008401047879256876,-0.023597450902165494,-0.0609020607968454,-0.012862345851585388,-0.15223418586743345,0.07987208332928014,-0.03299510340805882,-0.13933447055125933,0.284722860455461,-0.1817676189346149,0.12280724308009384,0.13335319141979776
Have you ever broken or lost something belonging to someone else?,0.11003744608337661,0.24235934299661632,0.01572266834747177,-0.05460518727176348,-0.1958381829858224,-0.016474147603625245,-0.05096383185031902,-0.018725552029088006,0.015679630238214,0.14860310555478404,0.048558674838238385,-0.03612284301654916,0.11129058951909936,0.1609731060831914,-0.18792790191347897,0.11779329769207444,-0.0842092787487816,-0.0009682729853986061,-0.07173852357126435,0.04828277766668506,-0.13087863816125136,0.07001390677877668,0.13876990064251613,0.09966836335168673,-0.041798685894796815,-0.02572471495132694,-0.013918615780093005,-0.02922068194660957,0.01634986822489825,0.0967329080937428
Have you ever cheated at a game?,0.05908888716939783,0.1426745600757039,0.16584545217956864,-0.17147239903540598,-0.0019086191605834411,-0.03305567646931287,-0.11813189380933617,-0.12725456029768364,0.2519883063364264,-0.05182657600604781,0.015947818060192135,-0.01729622235662148,0.13360397955028255,0.024425171245245417,-0.12634440789107393,-0.0772466040797718,0.030847934426957636,0.26915474416567653,0.16696942686420074,-0.07789439135143847,0.0012465746221958672,-0.1338075778137102,-0.0669121268750265,0.06566279218339667,-0.11433370225094884,-0.01241001571831637,0.12795959808157806,0.108929226566443,-0.009267951555695928,-0.13554301593707063
Have you ever insisted on having your own way?,0.10403694333714975,0.14145088256574728,0.13309467296815036,-0.09419733351207794,0.0804053961655836,0.01583412617144478,-0.031309333837213134,0.0744091328058892,0.11056631747952098,0.02388355800012925,-0.056965806830610706,-0.06254522872508816,-0.17310905504095972,0.022520925782188134,0.16253356975559793,0.013183786680825817,0.08418626317394096,-0.026743308842661465,-0.2832794098986524,-0.09491557858846314,-0.0806699680205156,-0.09217999194473736,-0.10761334266281976,0.07860909829681563,0.03717714261769703,0.25481732676456925,-0.05647737167450851,-0.12475398467187106,0.042200962054672914,-0.0002330905985222417
Have you ever said anything bad or nasty about anyone?,0.04600699124711021,0.23001331327242913,0.015388374675331143,-0.06604876007644521,0.16947785908396995,0.08977469634536356,-0.0007628076662057154,-0.10577694253814877,0.127621889871306,-0.18490739196296302,-0.17343501511693554,0.013724777611871485,-0.013269217599255563,-0.0264132137967945,0.19437934691388456,0.10945355708297869,-0.16106624231163222,-0.0649538693830749,-0.06330032080434769,0.18783781490570092,0.12544684068457249,-0.09586107275584009,-0.1059585151302111,-0.22150431429142134,0.060215756092801664,-0.02374663221303195,0.16224586155879098,0.045160246972229506,-0.09301367961946401,-0.01211521284811998
Have you ever taken advantage of someone?,0.04637916253085532,-0.06822749556636688,0.16201615728035645,-0.023974707938655443,-0.07008687612894293,-0.11947887860822995,-0.130695460601999,0.10438228522083332,0.11879699966761657,-0.0206603035227495,0.024588931688560002,0.024767500764116036,0.01185820171729438,0.03334720299990367,-0.00578381022055995,-0.07076649983424645,-0.10278146658582465,-0.14084708433180843,0.11281057868144333,0.06119172251843224,0.013353319949926477,-0.16431386060466208,0.0001845842346028878,0.060636370812647666,0.05519764005576593,-0.024899918703781568,-0.07181588266649566,0.0632082410953731,0.0008853416745296149,-0.0507642860317845
Have you ever taken anything (even a pin or button) that belonged to someone else?,0.11395312265009334,0.15691047265816357,0.035379410715938274,0.061241680794222556,-0.016667149838658555,-0.16891462176441868,0.13105889505673382,-0.035286575826666805,0.09419929746704726,0.24398839295879224,-0.030837157232138257,0.1655192028568611,-0.03245073951328107,-0.06614397317785765,-0.07105477035479277,0.061477733024193876,-0.031571960509528034,-0.00025020894315688416,-0.06135039382505385,-0.046789964054851405,0.09950922867849982,-0.06278184954664816,0.18033435399504377,-0.0886418016075406,0.09076618123001476,-0.11440316271977413,-0.04268669773287019,-0.1588424963354754,-0.18557291092535122,-0.030062928225520074
Have you ever taken the praise for something you knew someone else had really done?,0.04902996356698726,-0.0014940886662106621,0.09240973338780509,-0.17136841748864176,-0.022074167324359715,-0.06716855492036207,-0.060036313427994224,0.12576975739942003,-0.13625441704260072,-0.031343504626616475,0.013557486062084267,0.053482832163350626,0.07310638280963284,-0.13377064834082072,-0.13825000506392812,0.056018041387556984,-0.0034087312354318367,-0.02698531048549431,0.033982295605732224,-0.13543584107741305,0.03838464887579905,-0.02947306042046433,-0.24837279569080162,0.13678432528900622,0.2208037745019067,0.1607899347553911,0.19308974284338598,0.14712761696677013,-0.11022712171069037,0.28847029630272014
Have you ever wished that you were dead?,0.07659325068996756,-0.13458878347733508,0.1757566964794816,-0.039842813628729365,0.06944299619046333,0.07242322993140092,0.04647134580628872,0.0456644414991943,-0.055723615631405356,-0.013655549589915094,0.04574279762402194,0.05673206933861707,0.0922240590569076,-0.15040592983272727,0.0768222588173998,-0.12955691577630513,-0.07056867246255888,0.06690724117291608,-0.1233922519042347,0.02008688454353812,0.024571260780424705,-0.011989993836853684,0.044678208014358935,-0.11979707977557201,-0.01562680336278072,0.009015931322957136,-0.12198380181335344,-0.05339358810946103,0.02058081560436595,-0.025922869160608417
Have you often felt listless and tired for no reason?,0.17800794530263014,-0.07740098904117175,0.0049319620865417736,-0.005911458025713758,-0.005392854744049946,0.10246668552656539,-0.008491705236995436,0.008556684787000834,0.1184150837412243,0.05548769306733924,0.15674796795549756,-0.029999964612205852,-0.09331760368826815,-0.027215054025178858,-0.03676935759052707,0.20240840393654985,-0.03505662963205843,-0.07537995596089973,-0.029580807051501432,0.05374698935497063,-0.02679646413026446,-0.10465902606765402,-0.09475251500146896,0.03592838720364438,-0.06713501125363606,0.0041150059112374775,0.20863657328190863,0.09160983814906366,0.010941002955661345,-0.1073373972767192
Have you often gone against your parents' wishes?,0.08967434403205948,-0.09122823117562752,0.07779305345884381,-0.11554002356777227,0.08339212697951694,0.1636693151734747,0.022414259514246387,-0.04061875357757468,0.15434539472539974,-0.11225047225299796,0.11618526838640603,0.026883634742614453,0.002723370422828852,0.15033193510679804,-0.12506607236459757,0.05536866452277171,-0.03540029119121304,-0.09080735464556565,0.040589386159356325,-0.11564922549342194,0.07866715144853464,-0.012919719187870334,0.00726517582594627,-0.022522308290984675,0.13084871560821498,-0.026996968478542778,0.0785804683036413,0.09805839960863913,0.07027417082414363,0.015053970575089809
"If you say you will do something, do you always keep your promise no matter how inconvenient it might be?",0.08320433609914643,-0.0006386180263246388,-0.1067738318856551,-0.10857734844806545,0.1366120890069018,-0.13591947226584736,0.21710122902889364,-0.05954888142990053,-0.10550692246337892,0.2417155038553299,-0.18908981145433934,-0.16435464254037077,-0.17240125476107285,-0.022315958769754788,0.07724670623396085,-0.06307600540232845,-0.12349106458796419,0.20669125498672286,0.15137676534702468,-0.01211822919404341,0.09979780548272692,0.1734431324262387,0.058923360730419844,0.07476899710443714,0.13920493992211855,-0.08079609707174272,0.14539664877157082,0.07216511788922635,0.1387400236865872,0.03556351805872966
Is (or was) your mother a good woman?,0.13939842562042304,0.10814456010307191,0.16556705805122807,0.03850355173774819,-0.1398578344741334,-0.035983781702403524,0.024394291179396038,-0.11060076763660139,-0.08279765972005064,-0.078501326773098,-0.04609945827958036,0.11053583405787794,0.03148908619962693,-0.16393836214496094,-0.14754513820688256,-0.013509324774259944,-0.07199492922226898,-0.05279712648148766,0.0515989461815227,-0.008395648593632253,-0.1899463425559986,0.22771346944645263,0.03681133190774907,0.11563630271349082,-0.0488487533018133,-0.04467649869971767,-0.10134608972721139,0.05907329326356621,0.105321096887618,-0.12671610141325168
Is it better to follow society's rules than go your own way?,-0.03958855470775859,-0.04475844853471977,0.2660245070380229,0.009222568322316375,0.15882366611255788,-0.10265779312611505,-0.04960108577393054,-0.14262948596744232,-0.15856928999451103,0.12084369379118483,-0.049600260267774365,0.039295590063887983,0.06945736615504607,0.23848988159811613,0.10410808520210076,-0.16153967725691068,-0.1603809621727382,-0.12846886762138934,0.1859672242534801,0.09766293881349658,-0.11710807426739567,-0.16168005462037674,-0.06473955984916745,-0.029061543458233845,0.14831276359299966,0.05302661812572265,-0.04622161822248643,0.02662222296073499,0.10977002204131354,0.007136300918191948
Should people always respect the law?,0.041592577367178266,0.15408239709147206,-0.14334915156451336,-0.0008612274228294279,0.2144876738734546,-0.09885856072873005,-0.017189818611502275,-0.036741051697165,0.04945748263310127,0.11949884255284188,0.29007012915561536,0.06959118379747477,0.10359798684601977,-0.09865880833128775,0.15546130775224276,-0.12536688865906198,-0.18589225134969384,-0.1708400109659554,-0.07026678639863798,-0.1555598410179352,0.004076279110879203,0.04375177114525931,0.17051829973741311,-0.08871606754225779,0.010009838993138943,0.0028120073334262402,0.10844175872798183,0.26480076551416953,0.1045467832250565,0.0342490083609664
Were you ever greedy by helping yourself to more than your share of anything?,0.08000611380292559,0.04676062168398118,0.06235209565291416,-0.21942091425543897,0.002217693832550337,-0.1577819702714352,-0.04473095619390988,0.2570881172222822,-0.046965689064429085,0.09798896999211948,0.12123179988896639,0.06723007620022795,-0.04036738650256263,-0.07226020668350891,0.15011212917353373,-0.026320122581527328,0.06415452576751156,0.2079268075699363,0.16289274412458812,0.14628378341011236,0.12489601205860928,-0.0014516297320785229,-0.017314742977544803,-0.028174334274449226,-0.035741037756873796,-0.07649817482544422,0.04708416474934284,-0.05067041560886539,0.09211396476891215,-0.11434506764159776
"When your temper rises, do you find it difficult to control?",0.07478065778040464,-0.09636272497182519,-0.005191931867871381,0.16822890244001762,0.018947458847979215,0.17539960536262816,-0.028118709657645607,-0.02598490583455573,0.09069866547444531,0.1162933090591132,-0.06936742899340609,0.049069224654531826,0.06378675557960514,-0.252105567554588,0.13965834015756046,0.0007058597381221724,0.1038571249470739,-0.07313240436078883,-0.05877411124188227,0.11378952559325979,0.022550972656209256,-0.029235963189122496,0.12001440264258385,0.03236063185196659,-0.05887808702762903,-0.06253459864414175,-0.08139910117818906,0.04029587619460519,-0.0353193327615882,0.0964072650415855
